蛤蛤蛤我是誰我在哪
community cards of this round: ['H7', 'S4', 'D6', 'DT', 'D5']
name: baseline1, hole_card: ['DJ', 'HA']
蛤蛤蛤我是誰我在哪
community cards of this round: ['HT', 'H2', 'H4', 'S4', 'DA']
name: b10204022, hole_card: ['D5', 'DQ']
name: baseline7, hole_card: ['C5', 'CK']
name: b10204022, hole_card: ['D5', 'DQ']
name: baseline7, hole_card: ['C5', 'CK']
name: b10204022, hole_card: ['D5', 'DQ']
name: baseline7, hole_card: ['C5', 'CK']
name: b10204022, hole_card: ['D5', 'DQ']
name: baseline7, hole_card: ['C5', 'CK']
name: b10204022, hole_card: ['D5', 'DQ']
name: baseline7, hole_card: ['C5', 'CK']
name: b10204022, hole_card: ['D5', 'DQ']
name: baseline7, hole_card: ['C5', 'CK']
name: b10204022, hole_card: ['D5', 'DQ']
name: baseline7, hole_card: ['C5', 'CK']
name: b10204022, hole_card: ['D5', 'DQ']
name: baseline7, hole_card: ['C5', 'CK']
name: b10204022, hole_card: ['D5', 'DQ']
name: baseline7, hole_card: ['C5', 'CK']
community cards of this round: ['S7', 'CJ', 'HQ', 'C8', 'CA']
name: b10204022, hole_card: ['ST', 'C2']
name: baseline7, hole_card: ['H4', 'C3']
name: b10204022, hole_card: ['ST', 'C2']
name: baseline7, hole_card: ['H4', 'C3']
name: b10204022, hole_card: ['ST', 'C2']
name: baseline7, hole_card: ['H4', 'C3']
community cards of this round: ['CQ', 'H8', 'CT', 'HT', 'S5']
name: b10204022, hole_card: ['CJ', 'DJ']
name: baseline7, hole_card: ['CK', 'DK']
name: b10204022, hole_card: ['CJ', 'DJ']
name: baseline7, hole_card: ['CK', 'DK']
name: b10204022, hole_card: ['CJ', 'DJ']
name: baseline7, hole_card: ['CK', 'DK']
name: b10204022, hole_card: ['CJ', 'DJ']
name: baseline7, hole_card: ['CK', 'DK']
name: b10204022, hole_card: ['CJ', 'DJ']
name: baseline7, hole_card: ['CK', 'DK']
name: b10204022, hole_card: ['CJ', 'DJ']
name: baseline7, hole_card: ['CK', 'DK']
b10204022 vs baseline7 - Game 2: {'rule': {'initial_stack': 1000, 'max_round': 20, 'small_blind_amount': 5, 'ante': 0, 'blind_structure': {}}, 'players': [{'name': 'b10204022', 'uuid': 'otcnwldgfjosrkmzlvqaid', 'stack': 0, 'state': 'folded'}, {'name': 'baseline7', 'uuid': 'qqvvpqdmmxyfrehmhwdqfc', 'stack': 2000, 'state': 'participating'}]}
蛤蛤蛤我是誰我在哪
community cards of this round: ['HT', 'S2', 'C4', 'HA', 'D9']
name: baseline7, hole_card: ['CK', 'SQ']
name: b10204022, hole_card: ['CT', 'HJ']
name: baseline7, hole_card: ['CK', 'SQ']
name: b10204022, hole_card: ['CT', 'HJ']
name: baseline7, hole_card: ['CK', 'SQ']
name: b10204022, hole_card: ['CT', 'HJ']
name: baseline7, hole_card: ['CK', 'SQ']
name: b10204022, hole_card: ['CT', 'HJ']
name: baseline7, hole_card: ['CK', 'SQ']
name: b10204022, hole_card: ['CT', 'HJ']
community cards of this round: ['DK', 'H5', 'D6', 'S6', 'S2']
name: baseline7, hole_card: ['CQ', 'H8']
name: b10204022, hole_card: ['H6', 'HT']
name: baseline7, hole_card: ['CQ', 'H8']
name: b10204022, hole_card: ['H6', 'HT']
name: baseline7, hole_card: ['CQ', 'H8']
name: b10204022, hole_card: ['H6', 'HT']
name: baseline7, hole_card: ['CQ', 'H8']
name: b10204022, hole_card: ['H6', 'HT']
name: baseline7, hole_card: ['CQ', 'H8']
name: b10204022, hole_card: ['H6', 'HT']
name: baseline7, hole_card: ['CQ', 'H8']
name: b10204022, hole_card: ['H6', 'HT']
name: baseline7, hole_card: ['CQ', 'H8']
name: b10204022, hole_card: ['H6', 'HT']
name: baseline7, hole_card: ['CQ', 'H8']
name: b10204022, hole_card: ['H6', 'HT']
name: baseline7, hole_card: ['CQ', 'H8']
name: b10204022, hole_card: ['H6', 'HT']
b10204022 vs baseline7 - Game 3: {'rule': {'initial_stack': 1000, 'max_round': 20, 'small_blind_amount': 5, 'ante': 0, 'blind_structure': {}}, 'players': [{'name': 'baseline7', 'uuid': 'rcacjrhacqhbgpzxaibfmq', 'stack': 0, 'state': 'folded'}, {'name': 'b10204022', 'uuid': 'zcdmryvybxvtiugchjnpol', 'stack': 1999.1409305461902, 'state': 'participating'}]}
蛤蛤蛤我是誰我在哪
community cards of this round: ['HT', 'S2', 'C4', 'HA', 'D9']
name: b10204022, hole_card: ['CK', 'SQ']
name: baseline7, hole_card: ['CT', 'HJ']
name: b10204022, hole_card: ['CK', 'SQ']
name: baseline7, hole_card: ['CT', 'HJ']
name: b10204022, hole_card: ['CK', 'SQ']
name: baseline7, hole_card: ['CT', 'HJ']
name: b10204022, hole_card: ['CK', 'SQ']
name: baseline7, hole_card: ['CT', 'HJ']
name: b10204022, hole_card: ['CK', 'SQ']
name: baseline7, hole_card: ['CT', 'HJ']
name: b10204022, hole_card: ['CK', 'SQ']
name: baseline7, hole_card: ['CT', 'HJ']
name: b10204022, hole_card: ['CK', 'SQ']
name: baseline7, hole_card: ['CT', 'HJ']
name: b10204022, hole_card: ['CK', 'SQ']
name: baseline7, hole_card: ['CT', 'HJ']
name: b10204022, hole_card: ['CK', 'SQ']
name: baseline7, hole_card: ['CT', 'HJ']
community cards of this round: ['DK', 'H5', 'D6', 'S6', 'S2']
name: b10204022, hole_card: ['CQ', 'H8']
name: baseline7, hole_card: ['H6', 'HT']
haha are you baseline4?
name: b10204022, hole_card: ['CQ', 'H8']
name: baseline7, hole_card: ['H6', 'HT']
name: b10204022, hole_card: ['CQ', 'H8']
name: baseline7, hole_card: ['H6', 'HT']
name: b10204022, hole_card: ['CQ', 'H8']
name: baseline7, hole_card: ['H6', 'HT']
name: b10204022, hole_card: ['CQ', 'H8']
name: baseline7, hole_card: ['H6', 'HT']
community cards of this round: ['CQ', 'SQ', 'ST', 'S8', 'DQ']
name: b10204022, hole_card: ['H6', 'H8']
name: baseline7, hole_card: ['S3', 'CJ']
haha are you baseline4?
name: b10204022, hole_card: ['H6', 'H8']
name: baseline7, hole_card: ['S3', 'CJ']
name: b10204022, hole_card: ['H6', 'H8']
name: baseline7, hole_card: ['S3', 'CJ']
name: b10204022, hole_card: ['H6', 'H8']
name: baseline7, hole_card: ['S3', 'CJ']
name: b10204022, hole_card: ['H6', 'H8']
name: baseline7, hole_card: ['S3', 'CJ']
name: b10204022, hole_card: ['H6', 'H8']
name: baseline7, hole_card: ['S3', 'CJ']
name: b10204022, hole_card: ['H6', 'H8']
name: baseline7, hole_card: ['S3', 'CJ']
name: b10204022, hole_card: ['H6', 'H8']
name: baseline7, hole_card: ['S3', 'CJ']
community cards of this round: ['C4', 'H4', 'C8', 'SA', 'DK']
name: b10204022, hole_card: ['D8', 'D4']
name: baseline7, hole_card: ['CA', 'H2']
haha are you baseline4?
name: b10204022, hole_card: ['D8', 'D4']
name: baseline7, hole_card: ['CA', 'H2']
name: b10204022, hole_card: ['D8', 'D4']
name: baseline7, hole_card: ['CA', 'H2']
name: b10204022, hole_card: ['D8', 'D4']
name: baseline7, hole_card: ['CA', 'H2']
name: b10204022, hole_card: ['D8', 'D4']
name: baseline7, hole_card: ['CA', 'H2']
name: b10204022, hole_card: ['D8', 'D4']
name: baseline7, hole_card: ['CA', 'H2']
community cards of this round: ['C7', 'C4', 'D3', 'SA', 'S2']
name: b10204022, hole_card: ['CK', 'H8']
name: baseline7, hole_card: ['H2', 'H6']
haha are you baseline4?
name: b10204022, hole_card: ['CK', 'H8']
name: baseline7, hole_card: ['H2', 'H6']
community cards of this round: ['CT', 'CQ', 'H7', 'D4', 'H9']
name: b10204022, hole_card: ['S5', 'SQ']
name: baseline7, hole_card: ['D5', 'S3']
haha are you baseline4?
name: b10204022, hole_card: ['S5', 'SQ']
name: baseline7, hole_card: ['D5', 'S3']
name: b10204022, hole_card: ['S5', 'SQ']
name: baseline7, hole_card: ['D5', 'S3']
name: b10204022, hole_card: ['S5', 'SQ']
name: baseline7, hole_card: ['D5', 'S3']
name: b10204022, hole_card: ['S5', 'SQ']
name: baseline7, hole_card: ['D5', 'S3']
name: b10204022, hole_card: ['S5', 'SQ']
name: baseline7, hole_card: ['D5', 'S3']
community cards of this round: ['C5', 'H6', 'HJ', 'C2', 'H2']
name: b10204022, hole_card: ['C3', 'H3']
name: baseline7, hole_card: ['D7', 'DJ']
haha are you baseline4?
name: b10204022, hole_card: ['C3', 'H3']
name: baseline7, hole_card: ['D7', 'DJ']
name: b10204022, hole_card: ['C3', 'H3']
name: baseline7, hole_card: ['D7', 'DJ']
name: b10204022, hole_card: ['C3', 'H3']
name: baseline7, hole_card: ['D7', 'DJ']
name: b10204022, hole_card: ['C3', 'H3']
name: baseline7, hole_card: ['D7', 'DJ']
name: b10204022, hole_card: ['C3', 'H3']
name: baseline7, hole_card: ['D7', 'DJ']
name: b10204022, hole_card: ['C3', 'H3']
name: baseline7, hole_card: ['D7', 'DJ']
name: b10204022, hole_card: ['C3', 'H3']
name: baseline7, hole_card: ['D7', 'DJ']
name: b10204022, hole_card: ['C3', 'H3']
name: baseline7, hole_card: ['D7', 'DJ']
name: b10204022, hole_card: ['C3', 'H3']
name: baseline7, hole_card: ['D7', 'DJ']
b10204022 vs baseline7 - Game 4: {'rule': {'initial_stack': 1000, 'max_round': 20, 'small_blind_amount': 5, 'ante': 0, 'blind_structure': {}}, 'players': [{'name': 'b10204022', 'uuid': 'zluhuoihpcpbsayayndgio', 'stack': 0, 'state': 'folded'}, {'name': 'baseline7', 'uuid': 'tlfnlgverhfpygtnewsbjb', 'stack': 2000, 'state': 'participating'}]}
b10204022 vs baseline7 - Match Result: 1 games won, 1.5 points earned
蛤蛤蛤我是誰我在哪
community cards of this round: ['C8', 'S8', 'SA', 'HK', 'C5']
name: strong1, hole_card: ['DK', 'S2']
name: b10204022, hole_card: ['S6', 'D4']
name: strong1, hole_card: ['DK', 'S2']
name: b10204022, hole_card: ['S6', 'D4']
name: strong1, hole_card: ['DK', 'S2']
name: b10204022, hole_card: ['S6', 'D4']
name: strong1, hole_card: ['DK', 'S2']
name: b10204022, hole_card: ['S6', 'D4']
name: strong1, hole_card: ['DK', 'S2']
name: b10204022, hole_card: ['S6', 'D4']
name: strong1, hole_card: ['DK', 'S2']
name: b10204022, hole_card: ['S6', 'D4']
name: strong1, hole_card: ['DK', 'S2']
name: b10204022, hole_card: ['S6', 'D4']
name: strong1, hole_card: ['DK', 'S2']
name: b10204022, hole_card: ['S6', 'D4']
name: strong1, hole_card: ['DK', 'S2']
name: b10204022, hole_card: ['S6', 'D4']
community cards of this round: ['S9', 'S6', 'D5', 'H5', 'S3']
name: strong1, hole_card: ['HA', 'C3']
name: b10204022, hole_card: ['HK', 'C9']
name: strong1, hole_card: ['HA', 'C3']
name: b10204022, hole_card: ['HK', 'C9']
name: strong1, hole_card: ['HA', 'C3']
name: b10204022, hole_card: ['HK', 'C9']
name: strong1, hole_card: ['HA', 'C3']
name: b10204022, hole_card: ['HK', 'C9']
community cards of this round: ['CJ', 'C5', 'SA', 'DJ', 'S6']
name: strong1, hole_card: ['D7', 'HK']
name: b10204022, hole_card: ['H3', 'CA']
name: strong1, hole_card: ['D7', 'HK']
name: b10204022, hole_card: ['H3', 'CA']
name: strong1, hole_card: ['D7', 'HK']
name: b10204022, hole_card: ['H3', 'CA']
community cards of this round: ['C5', 'DK', 'HJ', 'C7', 'D4']
name: strong1, hole_card: ['D9', 'HK']
name: b10204022, hole_card: ['SQ', 'S8']
name: strong1, hole_card: ['D9', 'HK']
name: b10204022, hole_card: ['SQ', 'S8']
community cards of this round: ['D8', 'CA', 'D3', 'S7', 'HA']
name: strong1, hole_card: ['D5', 'S2']
name: b10204022, hole_card: ['S6', 'D2']
name: strong1, hole_card: ['D5', 'S2']
name: b10204022, hole_card: ['S6', 'D2']
name: strong1, hole_card: ['D5', 'S2']
name: b10204022, hole_card: ['S6', 'D2']
name: strong1, hole_card: ['D5', 'S2']
name: b10204022, hole_card: ['S6', 'D2']
name: strong1, hole_card: ['D5', 'S2']
name: b10204022, hole_card: ['S6', 'D2']
name: strong1, hole_card: ['D5', 'S2']
name: b10204022, hole_card: ['S6', 'D2']
name: strong1, hole_card: ['D5', 'S2']
name: b10204022, hole_card: ['S6', 'D2']
name: strong1, hole_card: ['D5', 'S2']
name: b10204022, hole_card: ['S6', 'D2']
name: strong1, hole_card: ['D5', 'S2']
name: b10204022, hole_card: ['S6', 'D2']
community cards of this round: ['SK', 'S7', 'H6', 'S3', 'HK']
name: strong1, hole_card: ['DT', 'CJ']
name: b10204022, hole_card: ['HJ', 'D3']
name: strong1, hole_card: ['DT', 'CJ']
name: b10204022, hole_card: ['HJ', 'D3']
name: strong1, hole_card: ['DT', 'CJ']
name: b10204022, hole_card: ['HJ', 'D3']
name: strong1, hole_card: ['DT', 'CJ']
name: b10204022, hole_card: ['HJ', 'D3']
community cards of this round: ['CT', 'S5', 'HJ', 'H9', 'S7']
name: strong1, hole_card: ['SJ', 'HA']
name: b10204022, hole_card: ['S4', 'DA']
name: strong1, hole_card: ['SJ', 'HA']
name: b10204022, hole_card: ['S4', 'DA']
name: strong1, hole_card: ['SJ', 'HA']
name: b10204022, hole_card: ['S4', 'DA']
community cards of this round: ['CK', 'D6', 'S9', 'C7', 'CT']
name: strong1, hole_card: ['CJ', 'S2']
name: b10204022, hole_card: ['HT', 'SJ']
name: strong1, hole_card: ['CJ', 'S2']
name: b10204022, hole_card: ['HT', 'SJ']
community cards of this round: ['H2', 'S3', 'DK', 'C7', 'C3']
name: strong1, hole_card: ['C9', 'S5']
name: b10204022, hole_card: ['H8', 'CJ']
name: strong1, hole_card: ['C9', 'S5']
name: b10204022, hole_card: ['H8', 'CJ']
name: strong1, hole_card: ['C9', 'S5']
name: b10204022, hole_card: ['H8', 'CJ']
community cards of this round: ['ST', 'HJ', 'H9', 'SJ', 'C2']
name: strong1, hole_card: ['H8', 'H6']
name: b10204022, hole_card: ['DJ', 'CQ']
name: strong1, hole_card: ['H8', 'H6']
name: b10204022, hole_card: ['DJ', 'CQ']
community cards of this round: ['C7', 'HA', 'H6', 'CT', 'H8']
name: strong1, hole_card: ['CA', 'DK']
name: b10204022, hole_card: ['D7', 'D2']
name: strong1, hole_card: ['CA', 'DK']
name: b10204022, hole_card: ['D7', 'D2']
name: strong1, hole_card: ['CA', 'DK']
name: b10204022, hole_card: ['D7', 'D2']
name: strong1, hole_card: ['CA', 'DK']
name: b10204022, hole_card: ['D7', 'D2']
community cards of this round: ['H7', 'D9', 'D8', 'C9', 'SJ']
name: strong1, hole_card: ['CQ', 'S5']
name: b10204022, hole_card: ['C8', 'S3']
name: strong1, hole_card: ['CQ', 'S5']
name: b10204022, hole_card: ['C8', 'S3']
community cards of this round: ['ST', 'SQ', 'H4', 'C4', 'SJ']
name: strong1, hole_card: ['C8', 'HQ']
name: b10204022, hole_card: ['DT', 'H6']
name: strong1, hole_card: ['C8', 'HQ']
name: b10204022, hole_card: ['DT', 'H6']
name: strong1, hole_card: ['C8', 'HQ']
name: b10204022, hole_card: ['DT', 'H6']
name: strong1, hole_card: ['C8', 'HQ']
name: b10204022, hole_card: ['DT', 'H6']
community cards of this round: ['C6', 'SJ', 'S7', 'S8', 'H3']
name: strong1, hole_card: ['CK', 'D4']
name: b10204022, hole_card: ['DJ', 'H4']
name: strong1, hole_card: ['CK', 'D4']
name: b10204022, hole_card: ['DJ', 'H4']
name: strong1, hole_card: ['CK', 'D4']
name: b10204022, hole_card: ['DJ', 'H4']
community cards of this round: ['SA', 'C4', 'S2', 'D5', 'HK']
name: strong1, hole_card: ['C6', 'SK']
name: b10204022, hole_card: ['DA', 'D3']
name: strong1, hole_card: ['C6', 'SK']
name: b10204022, hole_card: ['DA', 'D3']
name: strong1, hole_card: ['C6', 'SK']
name: b10204022, hole_card: ['DA', 'D3']
name: strong1, hole_card: ['C6', 'SK']
name: b10204022, hole_card: ['DA', 'D3']
community cards of this round: ['H5', 'D6', 'DQ', 'D9', 'CQ']
name: strong1, hole_card: ['H9', 'HK']
name: b10204022, hole_card: ['C8', 'H4']
name: strong1, hole_card: ['H9', 'HK']
name: b10204022, hole_card: ['C8', 'H4']
community cards of this round: ['C5', 'SK', 'HQ', 'CJ', 'D6']
name: strong1, hole_card: ['H3', 'H5']
name: b10204022, hole_card: ['S9', 'H8']
name: strong1, hole_card: ['H3', 'H5']
name: b10204022, hole_card: ['S9', 'H8']
community cards of this round: ['D6', 'S6', 'C7', 'H7', 'DQ']
name: strong1, hole_card: ['C3', 'HQ']
name: b10204022, hole_card: ['CK', 'S7']
name: strong1, hole_card: ['C3', 'HQ']
name: b10204022, hole_card: ['CK', 'S7']
name: strong1, hole_card: ['C3', 'HQ']
name: b10204022, hole_card: ['CK', 'S7']
community cards of this round: ['HJ', 'C2', 'C9', 'H3', 'C4']
name: strong1, hole_card: ['ST', 'CK']
name: b10204022, hole_card: ['DA', 'SJ']
name: strong1, hole_card: ['ST', 'CK']
name: b10204022, hole_card: ['DA', 'SJ']
community cards of this round: ['ST', 'C3', 'DQ', 'D6', 'DT']
name: strong1, hole_card: ['S6', 'DA']
name: b10204022, hole_card: ['D9', 'C8']
name: strong1, hole_card: ['S6', 'DA']
name: b10204022, hole_card: ['D9', 'C8']
name: strong1, hole_card: ['S6', 'DA']
name: b10204022, hole_card: ['D9', 'C8']
b10204022 vs strong1 - Game 1: {'rule': {'initial_stack': 1000, 'max_round': 20, 'small_blind_amount': 5, 'ante': 0, 'blind_structure': {}}, 'players': [{'name': 'strong1', 'uuid': 'meqseyjnwsxcipovijjqbh', 'stack': 995, 'state': 'participating'}, {'name': 'b10204022', 'uuid': 'rrpweoreityjlsatwashby', 'stack': 1003.287245172477, 'state': 'participating'}]}
蛤蛤蛤我是誰我在哪
community cards of this round: ['C8', 'S8', 'SA', 'HK', 'C5']
name: b10204022, hole_card: ['DK', 'S2']
name: strong1, hole_card: ['S6', 'D4']
name: b10204022, hole_card: ['DK', 'S2']
name: strong1, hole_card: ['S6', 'D4']
name: b10204022, hole_card: ['DK', 'S2']
name: strong1, hole_card: ['S6', 'D4']
name: b10204022, hole_card: ['DK', 'S2']
name: strong1, hole_card: ['S6', 'D4']
community cards of this round: ['S9', 'S6', 'D5', 'H5', 'S3']
name: b10204022, hole_card: ['HA', 'C3']
name: strong1, hole_card: ['HK', 'C9']
name: b10204022, hole_card: ['HA', 'C3']
name: strong1, hole_card: ['HK', 'C9']
name: b10204022, hole_card: ['HA', 'C3']
name: strong1, hole_card: ['HK', 'C9']
community cards of this round: ['CJ', 'C5', 'SA', 'DJ', 'S6']
name: b10204022, hole_card: ['D7', 'HK']
name: strong1, hole_card: ['H3', 'CA']
name: b10204022, hole_card: ['D7', 'HK']
name: strong1, hole_card: ['H3', 'CA']
community cards of this round: ['C5', 'DK', 'HJ', 'C7', 'D4']
name: b10204022, hole_card: ['D9', 'HK']
name: strong1, hole_card: ['SQ', 'S8']
name: b10204022, hole_card: ['D9', 'HK']
name: strong1, hole_card: ['SQ', 'S8']
name: b10204022, hole_card: ['D9', 'HK']
name: strong1, hole_card: ['SQ', 'S8']
community cards of this round: ['D8', 'CA', 'D3', 'S7', 'HA']
name: b10204022, hole_card: ['D5', 'S2']
name: strong1, hole_card: ['S6', 'D2']
name: b10204022, hole_card: ['D5', 'S2']
name: strong1, hole_card: ['S6', 'D2']
community cards of this round: ['SK', 'S7', 'H6', 'S3', 'HK']
name: b10204022, hole_card: ['DT', 'CJ']
name: strong1, hole_card: ['HJ', 'D3']
name: b10204022, hole_card: ['DT', 'CJ']
name: strong1, hole_card: ['HJ', 'D3']
name: b10204022, hole_card: ['DT', 'CJ']
name: strong1, hole_card: ['HJ', 'D3']
community cards of this round: ['CT', 'S5', 'HJ', 'H9', 'S7']
name: b10204022, hole_card: ['SJ', 'HA']
name: strong1, hole_card: ['S4', 'DA']
name: b10204022, hole_card: ['SJ', 'HA']
name: strong1, hole_card: ['S4', 'DA']
community cards of this round: ['CK', 'D6', 'S9', 'C7', 'CT']
name: b10204022, hole_card: ['CJ', 'S2']
name: strong1, hole_card: ['HT', 'SJ']
name: b10204022, hole_card: ['CJ', 'S2']
name: strong1, hole_card: ['HT', 'SJ']
name: b10204022, hole_card: ['CJ', 'S2']
name: strong1, hole_card: ['HT', 'SJ']
name: b10204022, hole_card: ['CJ', 'S2']
name: strong1, hole_card: ['HT', 'SJ']
name: b10204022, hole_card: ['CJ', 'S2']
name: strong1, hole_card: ['HT', 'SJ']
name: b10204022, hole_card: ['CJ', 'S2']
name: strong1, hole_card: ['HT', 'SJ']
name: b10204022, hole_card: ['CJ', 'S2']
name: strong1, hole_card: ['HT', 'SJ']
name: b10204022, hole_card: ['CJ', 'S2']
name: strong1, hole_card: ['HT', 'SJ']
name: b10204022, hole_card: ['CJ', 'S2']
name: strong1, hole_card: ['HT', 'SJ']
community cards of this round: ['H2', 'S3', 'DK', 'C7', 'C3']
name: b10204022, hole_card: ['C9', 'S5']
name: strong1, hole_card: ['H8', 'CJ']
name: b10204022, hole_card: ['C9', 'S5']
name: strong1, hole_card: ['H8', 'CJ']
name: b10204022, hole_card: ['C9', 'S5']
name: strong1, hole_card: ['H8', 'CJ']
name: b10204022, hole_card: ['C9', 'S5']
name: strong1, hole_card: ['H8', 'CJ']
community cards of this round: ['ST', 'HJ', 'H9', 'SJ', 'C2']
name: b10204022, hole_card: ['H8', 'H6']
name: strong1, hole_card: ['DJ', 'CQ']
name: b10204022, hole_card: ['H8', 'H6']
name: strong1, hole_card: ['DJ', 'CQ']
name: b10204022, hole_card: ['H8', 'H6']
name: strong1, hole_card: ['DJ', 'CQ']
community cards of this round: ['C7', 'HA', 'H6', 'CT', 'H8']
name: b10204022, hole_card: ['CA', 'DK']
name: strong1, hole_card: ['D7', 'D2']
name: b10204022, hole_card: ['CA', 'DK']
name: strong1, hole_card: ['D7', 'D2']
community cards of this round: ['H7', 'D9', 'D8', 'C9', 'SJ']
name: b10204022, hole_card: ['CQ', 'S5']
name: strong1, hole_card: ['C8', 'S3']
name: b10204022, hole_card: ['CQ', 'S5']
name: strong1, hole_card: ['C8', 'S3']
community cards of this round: ['ST', 'SQ', 'H4', 'C4', 'SJ']
name: b10204022, hole_card: ['C8', 'HQ']
name: strong1, hole_card: ['DT', 'H6']
name: b10204022, hole_card: ['C8', 'HQ']
name: strong1, hole_card: ['DT', 'H6']
name: b10204022, hole_card: ['C8', 'HQ']
name: strong1, hole_card: ['DT', 'H6']
community cards of this round: ['C6', 'SJ', 'S7', 'S8', 'H3']
name: b10204022, hole_card: ['CK', 'D4']
name: strong1, hole_card: ['DJ', 'H4']
name: b10204022, hole_card: ['CK', 'D4']
name: strong1, hole_card: ['DJ', 'H4']
community cards of this round: ['SA', 'C4', 'S2', 'D5', 'HK']
name: b10204022, hole_card: ['C6', 'SK']
name: strong1, hole_card: ['DA', 'D3']
name: b10204022, hole_card: ['C6', 'SK']
name: strong1, hole_card: ['DA', 'D3']
name: b10204022, hole_card: ['C6', 'SK']
name: strong1, hole_card: ['DA', 'D3']
community cards of this round: ['H5', 'D6', 'DQ', 'D9', 'CQ']
name: b10204022, hole_card: ['H9', 'HK']
name: strong1, hole_card: ['C8', 'H4']
name: b10204022, hole_card: ['H9', 'HK']
name: strong1, hole_card: ['C8', 'H4']
community cards of this round: ['C5', 'SK', 'HQ', 'CJ', 'D6']
name: b10204022, hole_card: ['H3', 'H5']
name: strong1, hole_card: ['S9', 'H8']
name: b10204022, hole_card: ['H3', 'H5']
name: strong1, hole_card: ['S9', 'H8']
name: b10204022, hole_card: ['H3', 'H5']
name: strong1, hole_card: ['S9', 'H8']
community cards of this round: ['D6', 'S6', 'C7', 'H7', 'DQ']
name: b10204022, hole_card: ['C3', 'HQ']
name: strong1, hole_card: ['CK', 'S7']
name: b10204022, hole_card: ['C3', 'HQ']
name: strong1, hole_card: ['CK', 'S7']
community cards of this round: ['HJ', 'C2', 'C9', 'H3', 'C4']
name: b10204022, hole_card: ['ST', 'CK']
name: strong1, hole_card: ['DA', 'SJ']
name: b10204022, hole_card: ['ST', 'CK']
name: strong1, hole_card: ['DA', 'SJ']
name: b10204022, hole_card: ['ST', 'CK']
name: strong1, hole_card: ['DA', 'SJ']
community cards of this round: ['ST', 'C3', 'DQ', 'D6', 'DT']
name: b10204022, hole_card: ['S6', 'DA']
name: strong1, hole_card: ['D9', 'C8']
name: b10204022, hole_card: ['S6', 'DA']
name: strong1, hole_card: ['D9', 'C8']
b10204022 vs strong1 - Game 2: {'rule': {'initial_stack': 1000, 'max_round': 20, 'small_blind_amount': 5, 'ante': 0, 'blind_structure': {}}, 'players': [{'name': 'b10204022', 'uuid': 'mmliqixbekqwffygqnfcks', 'stack': 1002.7668624834814, 'state': 'participating'}, {'name': 'strong1', 'uuid': 'xnrjrgwydoremarxkqpbxg', 'stack': 995, 'state': 'participating'}]}
蛤蛤蛤我是誰我在哪
community cards of this round: ['CT', 'DQ', 'H6', 'S2', 'SK']
name: strong1, hole_card: ['H8', 'D3']
name: b10204022, hole_card: ['C4', 'S4']
name: strong1, hole_card: ['H8', 'D3']
name: b10204022, hole_card: ['C4', 'S4']
name: strong1, hole_card: ['H8', 'D3']
name: b10204022, hole_card: ['C4', 'S4']
community cards of this round: ['HJ', 'DJ', 'S6', 'D2', 'D3']
name: strong1, hole_card: ['H3', 'CA']
name: b10204022, hole_card: ['HK', 'D5']
name: strong1, hole_card: ['H3', 'CA']
name: b10204022, hole_card: ['HK', 'D5']
community cards of this round: ['CK', 'D2', 'CQ', 'C5', 'C6']
name: strong1, hole_card: ['DQ', 'HT']
name: b10204022, hole_card: ['H4', 'HA']
name: strong1, hole_card: ['DQ', 'HT']
name: b10204022, hole_card: ['H4', 'HA']
name: strong1, hole_card: ['DQ', 'HT']
name: b10204022, hole_card: ['H4', 'HA']
community cards of this round: ['S5', 'H2', 'H5', 'DT', 'S6']
name: strong1, hole_card: ['S2', 'CJ']
name: b10204022, hole_card: ['DK', 'C8']
name: strong1, hole_card: ['S2', 'CJ']
name: b10204022, hole_card: ['DK', 'C8']
community cards of this round: ['D9', 'H8', 'H7', 'D5', 'C9']
name: strong1, hole_card: ['H5', 'D2']
name: b10204022, hole_card: ['CA', 'SJ']
name: strong1, hole_card: ['H5', 'D2']
name: b10204022, hole_card: ['CA', 'SJ']
name: strong1, hole_card: ['H5', 'D2']
name: b10204022, hole_card: ['CA', 'SJ']
community cards of this round: ['H3', 'S8', 'H8', 'SA', 'H7']
name: strong1, hole_card: ['D6', 'S3']
name: b10204022, hole_card: ['C8', 'DA']
name: strong1, hole_card: ['D6', 'S3']
name: b10204022, hole_card: ['C8', 'DA']
community cards of this round: ['SQ', 'S6', 'D7', 'HT', 'D3']
name: strong1, hole_card: ['S9', 'H8']
name: b10204022, hole_card: ['CQ', 'CJ']
name: strong1, hole_card: ['S9', 'H8']
name: b10204022, hole_card: ['CQ', 'CJ']
name: strong1, hole_card: ['S9', 'H8']
name: b10204022, hole_card: ['CQ', 'CJ']
community cards of this round: ['H8', 'SA', 'S2', 'HT', 'D8']
name: strong1, hole_card: ['H3', 'DT']
name: b10204022, hole_card: ['D9', 'H2']
name: strong1, hole_card: ['H3', 'DT']
name: b10204022, hole_card: ['D9', 'H2']
community cards of this round: ['D8', 'S6', 'S9', 'SQ', 'DJ']
name: strong1, hole_card: ['H8', 'C4']
name: b10204022, hole_card: ['D5', 'D7']
name: strong1, hole_card: ['H8', 'C4']
name: b10204022, hole_card: ['D5', 'D7']
name: strong1, hole_card: ['H8', 'C4']
name: b10204022, hole_card: ['D5', 'D7']
community cards of this round: ['D6', 'D8', 'S8', 'DJ', 'D5']
