community cards of this round: ['HA', 'H3', 'H9', 'D4', 'C6']
name: baseline1, hole_card: ['CT', 'S4']
name: baseline6, hole_card: ['SA', 'S3']
community cards of this round: ['ST', 'CA', 'H2', 'H6', 'CQ']
name: b10202024, hole_card: ['S7', 'H3']
name: baseline6, hole_card: ['S6', 'C6']
name: b10202024, hole_card: ['S7', 'H3']
name: baseline6, hole_card: ['S6', 'C6']
community cards of this round: ['D2', 'DK', 'S3', 'SK', 'DJ']
name: b10202024, hole_card: ['C2', 'CJ']
name: baseline6, hole_card: ['H3', 'H9']
name: b10202024, hole_card: ['C2', 'CJ']
name: baseline6, hole_card: ['H3', 'H9']
name: b10202024, hole_card: ['C2', 'CJ']
name: baseline6, hole_card: ['H3', 'H9']
community cards of this round: ['HJ', 'D2', 'DQ', 'HQ', 'C7']
name: b10202024, hole_card: ['HT', 'C8']
name: baseline6, hole_card: ['H4', 'S8']
name: b10202024, hole_card: ['HT', 'C8']
name: baseline6, hole_card: ['H4', 'S8']
community cards of this round: ['H6', 'H7', 'C8', 'D2', 'H8']
name: b10202024, hole_card: ['CA', 'DQ']
name: baseline6, hole_card: ['S2', 'SK']
name: b10202024, hole_card: ['CA', 'DQ']
name: baseline6, hole_card: ['S2', 'SK']
name: b10202024, hole_card: ['CA', 'DQ']
name: baseline6, hole_card: ['S2', 'SK']
community cards of this round: ['DK', 'C4', 'H5', 'S3', 'C5']
name: b10202024, hole_card: ['S2', 'H6']
name: baseline6, hole_card: ['HT', 'CQ']
name: b10202024, hole_card: ['S2', 'H6']
name: baseline6, hole_card: ['HT', 'CQ']
community cards of this round: ['DT', 'DK', 'D3', 'D2', 'C7']
name: b10202024, hole_card: ['SK', 'D4']
name: baseline6, hole_card: ['ST', 'D8']
name: b10202024, hole_card: ['SK', 'D4']
name: baseline6, hole_card: ['ST', 'D8']
name: b10202024, hole_card: ['SK', 'D4']
name: baseline6, hole_card: ['ST', 'D8']
community cards of this round: ['S5', 'DT', 'SA', 'HJ', 'C6']
name: b10202024, hole_card: ['DK', 'HA']
name: baseline6, hole_card: ['C8', 'H9']
name: b10202024, hole_card: ['DK', 'HA']
name: baseline6, hole_card: ['C8', 'H9']
community cards of this round: ['DJ', 'S7', 'SQ', 'C4', 'CT']
name: b10202024, hole_card: ['SJ', 'ST']
name: baseline6, hole_card: ['D9', 'CJ']
name: b10202024, hole_card: ['SJ', 'ST']
name: baseline6, hole_card: ['D9', 'CJ']
name: b10202024, hole_card: ['SJ', 'ST']
name: baseline6, hole_card: ['D9', 'CJ']
community cards of this round: ['S4', 'HA', 'C5', 'S7', 'S3']
name: b10202024, hole_card: ['S5', 'H5']
name: baseline6, hole_card: ['DA', 'HQ']
name: b10202024, hole_card: ['S5', 'H5']
name: baseline6, hole_card: ['DA', 'HQ']
community cards of this round: ['S3', 'H4', 'C5', 'D2', 'S4']
name: b10202024, hole_card: ['S7', 'C9']
name: baseline6, hole_card: ['D3', 'H7']
name: b10202024, hole_card: ['S7', 'C9']
name: baseline6, hole_card: ['D3', 'H7']
name: b10202024, hole_card: ['S7', 'C9']
name: baseline6, hole_card: ['D3', 'H7']
b10202024 vs baseline6 - Game 2: {'rule': {'initial_stack': 1000, 'max_round': 20, 'small_blind_amount': 5, 'ante': 0, 'blind_structure': {}}, 'players': [{'name': 'b10202024', 'uuid': 'lhglojnnrjvyokhyfhkwja', 'stack': 990.5555555555554, 'state': 'participating'}, {'name': 'baseline6', 'uuid': 'lqcwxajzwohhrutzulsrjk', 'stack': 1008.5555555555557, 'state': 'participating'}]}
community cards of this round: ['C6', 'S8', 'H3', 'C3', 'H7']
name: baseline6, hole_card: ['S5', 'S6']
name: b10202024, hole_card: ['C2', 'C9']
name: baseline6, hole_card: ['S5', 'S6']
name: b10202024, hole_card: ['C2', 'C9']
name: baseline6, hole_card: ['S5', 'S6']
name: b10202024, hole_card: ['C2', 'C9']
name: baseline6, hole_card: ['S5', 'S6']
name: b10202024, hole_card: ['C2', 'C9']
name: baseline6, hole_card: ['S5', 'S6']
name: b10202024, hole_card: ['C2', 'C9']
name: baseline6, hole_card: ['S5', 'S6']
name: b10202024, hole_card: ['C2', 'C9']
name: baseline6, hole_card: ['S5', 'S6']
name: b10202024, hole_card: ['C2', 'C9']
name: baseline6, hole_card: ['S5', 'S6']
name: b10202024, hole_card: ['C2', 'C9']
name: baseline6, hole_card: ['S5', 'S6']
name: b10202024, hole_card: ['C2', 'C9']
name: baseline6, hole_card: ['S5', 'S6']
name: b10202024, hole_card: ['C2', 'C9']
name: baseline6, hole_card: ['S5', 'S6']
name: b10202024, hole_card: ['C2', 'C9']
name: baseline6, hole_card: ['S5', 'S6']
name: b10202024, hole_card: ['C2', 'C9']
community cards of this round: ['H4', 'C6', 'CK', 'H8', 'S9']
name: baseline6, hole_card: ['C8', 'DA']
name: b10202024, hole_card: ['D3', 'D5']
name: baseline6, hole_card: ['C8', 'DA']
name: b10202024, hole_card: ['D3', 'D5']
name: baseline6, hole_card: ['C8', 'DA']
name: b10202024, hole_card: ['D3', 'D5']
name: baseline6, hole_card: ['C8', 'DA']
name: b10202024, hole_card: ['D3', 'D5']
name: baseline6, hole_card: ['C8', 'DA']
name: b10202024, hole_card: ['D3', 'D5']
name: baseline6, hole_card: ['C8', 'DA']
name: b10202024, hole_card: ['D3', 'D5']
name: baseline6, hole_card: ['C8', 'DA']
name: b10202024, hole_card: ['D3', 'D5']
name: baseline6, hole_card: ['C8', 'DA']
name: b10202024, hole_card: ['D3', 'D5']
community cards of this round: ['DK', 'DJ', 'D9', 'SK', 'S9']
name: baseline6, hole_card: ['H6', 'C9']
name: b10202024, hole_card: ['D7', 'C5']
name: baseline6, hole_card: ['H6', 'C9']
name: b10202024, hole_card: ['D7', 'C5']
name: baseline6, hole_card: ['H6', 'C9']
name: b10202024, hole_card: ['D7', 'C5']
name: baseline6, hole_card: ['H6', 'C9']
name: b10202024, hole_card: ['D7', 'C5']
name: baseline6, hole_card: ['H6', 'C9']
name: b10202024, hole_card: ['D7', 'C5']
name: baseline6, hole_card: ['H6', 'C9']
name: b10202024, hole_card: ['D7', 'C5']
name: baseline6, hole_card: ['H6', 'C9']
name: b10202024, hole_card: ['D7', 'C5']
name: baseline6, hole_card: ['H6', 'C9']
name: b10202024, hole_card: ['D7', 'C5']
name: baseline6, hole_card: ['H6', 'C9']
name: b10202024, hole_card: ['D7', 'C5']
name: baseline6, hole_card: ['H6', 'C9']
name: b10202024, hole_card: ['D7', 'C5']
name: baseline6, hole_card: ['H6', 'C9']
name: b10202024, hole_card: ['D7', 'C5']
community cards of this round: ['D3', 'D5', 'S9', 'S8', 'HK']
name: baseline6, hole_card: ['CK', 'CA']
name: b10202024, hole_card: ['C3', 'C4']
name: baseline6, hole_card: ['CK', 'CA']
name: b10202024, hole_card: ['C3', 'C4']
community cards of this round: ['SK', 'H5', 'S2', 'C7', 'H2']
name: baseline6, hole_card: ['H4', 'H3']
name: b10202024, hole_card: ['D8', 'C4']
name: baseline6, hole_card: ['H4', 'H3']
name: b10202024, hole_card: ['D8', 'C4']
name: baseline6, hole_card: ['H4', 'H3']
name: b10202024, hole_card: ['D8', 'C4']
community cards of this round: ['D2', 'S2', 'HQ', 'H3', 'CJ']
name: baseline6, hole_card: ['HA', 'SJ']
name: b10202024, hole_card: ['S5', 'S3']
name: baseline6, hole_card: ['HA', 'SJ']
name: b10202024, hole_card: ['S5', 'S3']
community cards of this round: ['H8', 'D3', 'D6', 'CT', 'S3']
name: baseline6, hole_card: ['S4', 'H7']
name: b10202024, hole_card: ['CK', 'ST']
name: baseline6, hole_card: ['S4', 'H7']
name: b10202024, hole_card: ['CK', 'ST']
name: baseline6, hole_card: ['S4', 'H7']
name: b10202024, hole_card: ['CK', 'ST']
community cards of this round: ['S5', 'H5', 'S9', 'C2', 'C8']
name: baseline6, hole_card: ['DT', 'C9']
name: b10202024, hole_card: ['CK', 'CQ']
name: baseline6, hole_card: ['DT', 'C9']
name: b10202024, hole_card: ['CK', 'CQ']
community cards of this round: ['DT', 'H9', 'DJ', 'S8', 'C8']
name: baseline6, hole_card: ['SQ', 'S3']
name: b10202024, hole_card: ['C9', 'DQ']
name: baseline6, hole_card: ['SQ', 'S3']
name: b10202024, hole_card: ['C9', 'DQ']
name: baseline6, hole_card: ['SQ', 'S3']
name: b10202024, hole_card: ['C9', 'DQ']
community cards of this round: ['CA', 'DT', 'CQ', 'D7', 'D4']
name: baseline6, hole_card: ['S8', 'SQ']
name: b10202024, hole_card: ['D9', 'D8']
name: baseline6, hole_card: ['S8', 'SQ']
name: b10202024, hole_card: ['D9', 'D8']
community cards of this round: ['SA', 'S4', 'HK', 'S7', 'H7']
name: baseline6, hole_card: ['D6', 'S3']
name: b10202024, hole_card: ['S2', 'C3']
name: baseline6, hole_card: ['D6', 'S3']
name: b10202024, hole_card: ['S2', 'C3']
name: baseline6, hole_card: ['D6', 'S3']
name: b10202024, hole_card: ['S2', 'C3']
community cards of this round: ['H9', 'CJ', 'H8', 'HQ', 'H3']
name: baseline6, hole_card: ['S6', 'HT']
name: b10202024, hole_card: ['D8', 'H2']
name: baseline6, hole_card: ['S6', 'HT']
name: b10202024, hole_card: ['D8', 'H2']
community cards of this round: ['D3', 'SA', 'DA', 'D6', 'C3']
name: baseline6, hole_card: ['H3', 'HT']
name: b10202024, hole_card: ['S5', 'CA']
name: baseline6, hole_card: ['H3', 'HT']
name: b10202024, hole_card: ['S5', 'CA']
name: baseline6, hole_card: ['H3', 'HT']
name: b10202024, hole_card: ['S5', 'CA']
community cards of this round: ['H4', 'DQ', 'S4', 'C8', 'H5']
name: baseline6, hole_card: ['C7', 'SQ']
name: b10202024, hole_card: ['D3', 'HA']
name: baseline6, hole_card: ['C7', 'SQ']
name: b10202024, hole_card: ['D3', 'HA']
community cards of this round: ['C9', 'DT', 'C7', 'C8', 'D5']
name: baseline6, hole_card: ['CT', 'D4']
name: b10202024, hole_card: ['HK', 'S4']
name: baseline6, hole_card: ['CT', 'D4']
name: b10202024, hole_card: ['HK', 'S4']
name: baseline6, hole_card: ['CT', 'D4']
name: b10202024, hole_card: ['HK', 'S4']
community cards of this round: ['C3', 'H6', 'SQ', 'S7', 'H5']
name: baseline6, hole_card: ['HQ', 'CT']
name: b10202024, hole_card: ['DJ', 'S6']
name: baseline6, hole_card: ['HQ', 'CT']
name: b10202024, hole_card: ['DJ', 'S6']
community cards of this round: ['H8', 'H3', 'DQ', 'HA', 'C2']
name: baseline6, hole_card: ['S8', 'ST']
name: b10202024, hole_card: ['D3', 'DA']
name: baseline6, hole_card: ['S8', 'ST']
name: b10202024, hole_card: ['D3', 'DA']
name: baseline6, hole_card: ['S8', 'ST']
name: b10202024, hole_card: ['D3', 'DA']
community cards of this round: ['D7', 'H4', 'H8', 'DA', 'SJ']
name: baseline6, hole_card: ['CK', 'C5']
name: b10202024, hole_card: ['S3', 'C2']
name: baseline6, hole_card: ['CK', 'C5']
name: b10202024, hole_card: ['S3', 'C2']
community cards of this round: ['D2', 'H2', 'D7', 'CA', 'S2']
name: baseline6, hole_card: ['D4', 'DJ']
name: b10202024, hole_card: ['H9', 'HK']
name: baseline6, hole_card: ['D4', 'DJ']
name: b10202024, hole_card: ['H9', 'HK']
name: baseline6, hole_card: ['D4', 'DJ']
name: b10202024, hole_card: ['H9', 'HK']
community cards of this round: ['DT', 'ST', 'DK', 'HA', 'C5']
name: baseline6, hole_card: ['D6', 'H8']
name: b10202024, hole_card: ['S2', 'DJ']
name: baseline6, hole_card: ['D6', 'H8']
name: b10202024, hole_card: ['S2', 'DJ']
b10202024 vs baseline6 - Game 3: {'rule': {'initial_stack': 1000, 'max_round': 20, 'small_blind_amount': 5, 'ante': 0, 'blind_structure': {}}, 'players': [{'name': 'baseline6', 'uuid': 'tfnsbidtqyvskavkrxhvnl', 'stack': 1105.3333333333335, 'state': 'participating'}, {'name': 'b10202024', 'uuid': 'zbvyjwefvkmvpqprmnqhnu', 'stack': 894.0, 'state': 'participating'}]}
community cards of this round: ['C6', 'S8', 'H3', 'C3', 'H7']
name: b10202024, hole_card: ['S5', 'S6']
name: baseline6, hole_card: ['C2', 'C9']
name: b10202024, hole_card: ['S5', 'S6']
name: baseline6, hole_card: ['C2', 'C9']
name: b10202024, hole_card: ['S5', 'S6']
name: baseline6, hole_card: ['C2', 'C9']
name: b10202024, hole_card: ['S5', 'S6']
name: baseline6, hole_card: ['C2', 'C9']
name: b10202024, hole_card: ['S5', 'S6']
name: baseline6, hole_card: ['C2', 'C9']
name: b10202024, hole_card: ['S5', 'S6']
name: baseline6, hole_card: ['C2', 'C9']
name: b10202024, hole_card: ['S5', 'S6']
name: baseline6, hole_card: ['C2', 'C9']
name: b10202024, hole_card: ['S5', 'S6']
name: baseline6, hole_card: ['C2', 'C9']
name: b10202024, hole_card: ['S5', 'S6']
name: baseline6, hole_card: ['C2', 'C9']
name: b10202024, hole_card: ['S5', 'S6']
name: baseline6, hole_card: ['C2', 'C9']
name: b10202024, hole_card: ['S5', 'S6']
name: baseline6, hole_card: ['C2', 'C9']
name: b10202024, hole_card: ['S5', 'S6']
name: baseline6, hole_card: ['C2', 'C9']
community cards of this round: ['H4', 'C6', 'CK', 'H8', 'S9']
name: b10202024, hole_card: ['C8', 'DA']
name: baseline6, hole_card: ['D3', 'D5']
name: b10202024, hole_card: ['C8', 'DA']
name: baseline6, hole_card: ['D3', 'D5']
name: b10202024, hole_card: ['C8', 'DA']
name: baseline6, hole_card: ['D3', 'D5']
name: b10202024, hole_card: ['C8', 'DA']
name: baseline6, hole_card: ['D3', 'D5']
name: b10202024, hole_card: ['C8', 'DA']
name: baseline6, hole_card: ['D3', 'D5']
name: b10202024, hole_card: ['C8', 'DA']
name: baseline6, hole_card: ['D3', 'D5']
name: b10202024, hole_card: ['C8', 'DA']
name: baseline6, hole_card: ['D3', 'D5']
community cards of this round: ['DK', 'DJ', 'D9', 'SK', 'S9']
name: b10202024, hole_card: ['H6', 'C9']
name: baseline6, hole_card: ['D7', 'C5']
name: b10202024, hole_card: ['H6', 'C9']
name: baseline6, hole_card: ['D7', 'C5']
name: b10202024, hole_card: ['H6', 'C9']
name: baseline6, hole_card: ['D7', 'C5']
name: b10202024, hole_card: ['H6', 'C9']
name: baseline6, hole_card: ['D7', 'C5']
community cards of this round: ['D3', 'D5', 'S9', 'S8', 'HK']
name: b10202024, hole_card: ['CK', 'CA']
name: baseline6, hole_card: ['C3', 'C4']
name: b10202024, hole_card: ['CK', 'CA']
name: baseline6, hole_card: ['C3', 'C4']
name: b10202024, hole_card: ['CK', 'CA']
name: baseline6, hole_card: ['C3', 'C4']
community cards of this round: ['SK', 'H5', 'S2', 'C7', 'H2']
name: b10202024, hole_card: ['H4', 'H3']
name: baseline6, hole_card: ['D8', 'C4']
name: b10202024, hole_card: ['H4', 'H3']
name: baseline6, hole_card: ['D8', 'C4']
name: b10202024, hole_card: ['H4', 'H3']
name: baseline6, hole_card: ['D8', 'C4']
name: b10202024, hole_card: ['H4', 'H3']
name: baseline6, hole_card: ['D8', 'C4']
name: b10202024, hole_card: ['H4', 'H3']
name: baseline6, hole_card: ['D8', 'C4']
name: b10202024, hole_card: ['H4', 'H3']
name: baseline6, hole_card: ['D8', 'C4']
community cards of this round: ['D2', 'S2', 'HQ', 'H3', 'CJ']
name: b10202024, hole_card: ['HA', 'SJ']
name: baseline6, hole_card: ['S5', 'S3']
name: b10202024, hole_card: ['HA', 'SJ']
name: baseline6, hole_card: ['S5', 'S3']
name: b10202024, hole_card: ['HA', 'SJ']
name: baseline6, hole_card: ['S5', 'S3']
name: b10202024, hole_card: ['HA', 'SJ']
name: baseline6, hole_card: ['S5', 'S3']
name: b10202024, hole_card: ['HA', 'SJ']
name: baseline6, hole_card: ['S5', 'S3']
name: b10202024, hole_card: ['HA', 'SJ']
name: baseline6, hole_card: ['S5', 'S3']
name: b10202024, hole_card: ['HA', 'SJ']
name: baseline6, hole_card: ['S5', 'S3']
name: b10202024, hole_card: ['HA', 'SJ']
name: baseline6, hole_card: ['S5', 'S3']
name: b10202024, hole_card: ['HA', 'SJ']
name: baseline6, hole_card: ['S5', 'S3']
community cards of this round: ['H8', 'D3', 'D6', 'CT', 'S3']
name: b10202024, hole_card: ['S4', 'H7']
name: baseline6, hole_card: ['CK', 'ST']
name: b10202024, hole_card: ['S4', 'H7']
name: baseline6, hole_card: ['CK', 'ST']
name: b10202024, hole_card: ['S4', 'H7']
name: baseline6, hole_card: ['CK', 'ST']
name: b10202024, hole_card: ['S4', 'H7']
name: baseline6, hole_card: ['CK', 'ST']
name: b10202024, hole_card: ['S4', 'H7']
name: baseline6, hole_card: ['CK', 'ST']
name: b10202024, hole_card: ['S4', 'H7']
name: baseline6, hole_card: ['CK', 'ST']
name: b10202024, hole_card: ['S4', 'H7']
name: baseline6, hole_card: ['CK', 'ST']
name: b10202024, hole_card: ['S4', 'H7']
name: baseline6, hole_card: ['CK', 'ST']
name: b10202024, hole_card: ['S4', 'H7']
name: baseline6, hole_card: ['CK', 'ST']
name: b10202024, hole_card: ['S4', 'H7']
name: baseline6, hole_card: ['CK', 'ST']
community cards of this round: ['S5', 'H5', 'S9', 'C2', 'C8']
name: b10202024, hole_card: ['DT', 'C9']
name: baseline6, hole_card: ['CK', 'CQ']
name: b10202024, hole_card: ['DT', 'C9']
name: baseline6, hole_card: ['CK', 'CQ']
name: b10202024, hole_card: ['DT', 'C9']
name: baseline6, hole_card: ['CK', 'CQ']
name: b10202024, hole_card: ['DT', 'C9']
name: baseline6, hole_card: ['CK', 'CQ']
name: b10202024, hole_card: ['DT', 'C9']
name: baseline6, hole_card: ['CK', 'CQ']
b10202024 vs baseline6 - Game 4: {'rule': {'initial_stack': 1000, 'max_round': 20, 'small_blind_amount': 5, 'ante': 0, 'blind_structure': {}}, 'players': [{'name': 'b10202024', 'uuid': 'ubsvtwsznchmykaastgfyb', 'stack': 2000.0, 'state': 'participating'}, {'name': 'baseline6', 'uuid': 'repweajigqdfdwpgpvoobj', 'stack': 0, 'state': 'folded'}]}
b10202024 vs baseline6 - Match Result: 3 games won, 5 points earned
community cards of this round: ['SA', 'D8', 'H2', 'D4', 'D7']
name: baseline7, hole_card: ['DJ', 'D2']
name: b10202024, hole_card: ['CT', 'C6']
name: baseline7, hole_card: ['DJ', 'D2']
name: b10202024, hole_card: ['CT', 'C6']
name: baseline7, hole_card: ['DJ', 'D2']
name: b10202024, hole_card: ['CT', 'C6']
name: baseline7, hole_card: ['DJ', 'D2']
name: b10202024, hole_card: ['CT', 'C6']
name: baseline7, hole_card: ['DJ', 'D2']
name: b10202024, hole_card: ['CT', 'C6']
name: baseline7, hole_card: ['DJ', 'D2']
name: b10202024, hole_card: ['CT', 'C6']
community cards of this round: ['S8', 'S5', 'S2', 'ST', 'S7']
name: baseline7, hole_card: ['SA', 'SQ']
name: b10202024, hole_card: ['CT', 'S9']
name: baseline7, hole_card: ['SA', 'SQ']
name: b10202024, hole_card: ['CT', 'S9']
name: baseline7, hole_card: ['SA', 'SQ']
name: b10202024, hole_card: ['CT', 'S9']
name: baseline7, hole_card: ['SA', 'SQ']
name: b10202024, hole_card: ['CT', 'S9']
name: baseline7, hole_card: ['SA', 'SQ']
name: b10202024, hole_card: ['CT', 'S9']
name: baseline7, hole_card: ['SA', 'SQ']
name: b10202024, hole_card: ['CT', 'S9']
name: baseline7, hole_card: ['SA', 'SQ']
name: b10202024, hole_card: ['CT', 'S9']
name: baseline7, hole_card: ['SA', 'SQ']
name: b10202024, hole_card: ['CT', 'S9']
b10202024 vs baseline7 - Game 1: {'rule': {'initial_stack': 1000, 'max_round': 20, 'small_blind_amount': 5, 'ante': 0, 'blind_structure': {}}, 'players': [{'name': 'baseline7', 'uuid': 'dlecqpfvgwfulzqakoxufq', 'stack': 2000, 'state': 'participating'}, {'name': 'b10202024', 'uuid': 'jasxwzwctavqawrhkztggk', 'stack': 0, 'state': 'folded'}]}
community cards of this round: ['SA', 'D8', 'H2', 'D4', 'D7']
name: b10202024, hole_card: ['DJ', 'D2']
name: baseline7, hole_card: ['CT', 'C6']
name: b10202024, hole_card: ['DJ', 'D2']
name: baseline7, hole_card: ['CT', 'C6']
name: b10202024, hole_card: ['DJ', 'D2']
name: baseline7, hole_card: ['CT', 'C6']
name: b10202024, hole_card: ['DJ', 'D2']
name: baseline7, hole_card: ['CT', 'C6']
community cards of this round: ['S8', 'S5', 'S2', 'ST', 'S7']
name: b10202024, hole_card: ['SA', 'SQ']
name: baseline7, hole_card: ['CT', 'S9']
name: b10202024, hole_card: ['SA', 'SQ']
name: baseline7, hole_card: ['CT', 'S9']
name: b10202024, hole_card: ['SA', 'SQ']
name: baseline7, hole_card: ['CT', 'S9']
name: b10202024, hole_card: ['SA', 'SQ']
name: baseline7, hole_card: ['CT', 'S9']
name: b10202024, hole_card: ['SA', 'SQ']
name: baseline7, hole_card: ['CT', 'S9']
community cards of this round: ['CT', 'S5', 'SJ', 'ST', 'C8']
name: b10202024, hole_card: ['H3', 'C7']
name: baseline7, hole_card: ['HT', 'DQ']
name: b10202024, hole_card: ['H3', 'C7']
name: baseline7, hole_card: ['HT', 'DQ']
name: b10202024, hole_card: ['H3', 'C7']
name: baseline7, hole_card: ['HT', 'DQ']
name: b10202024, hole_card: ['H3', 'C7']
name: baseline7, hole_card: ['HT', 'DQ']
name: b10202024, hole_card: ['H3', 'C7']
name: baseline7, hole_card: ['HT', 'DQ']
community cards of this round: ['D2', 'HT', 'D9', 'CT', 'ST']
name: b10202024, hole_card: ['S5', 'S6']
name: baseline7, hole_card: ['S3', 'S8']
name: b10202024, hole_card: ['S5', 'S6']
name: baseline7, hole_card: ['S3', 'S8']
name: b10202024, hole_card: ['S5', 'S6']
name: baseline7, hole_card: ['S3', 'S8']
community cards of this round: ['D7', 'HQ', 'C2', 'S9', 'SJ']
name: b10202024, hole_card: ['H2', 'S2']
name: baseline7, hole_card: ['CT', 'H9']
name: b10202024, hole_card: ['H2', 'S2']
name: baseline7, hole_card: ['CT', 'H9']
name: b10202024, hole_card: ['H2', 'S2']
name: baseline7, hole_card: ['CT', 'H9']
name: b10202024, hole_card: ['H2', 'S2']
name: baseline7, hole_card: ['CT', 'H9']
community cards of this round: ['CK', 'D7', 'HK', 'H5', 'CQ']
name: b10202024, hole_card: ['H7', 'SJ']
name: baseline7, hole_card: ['S4', 'C3']
name: b10202024, hole_card: ['H7', 'SJ']
name: baseline7, hole_card: ['S4', 'C3']
name: b10202024, hole_card: ['H7', 'SJ']
name: baseline7, hole_card: ['S4', 'C3']
community cards of this round: ['S5', 'H5', 'C6', 'H6', 'S4']
name: b10202024, hole_card: ['HT', 'HA']
name: baseline7, hole_card: ['HQ', 'C9']
name: b10202024, hole_card: ['HT', 'HA']
name: baseline7, hole_card: ['HQ', 'C9']
name: b10202024, hole_card: ['HT', 'HA']
name: baseline7, hole_card: ['HQ', 'C9']
name: b10202024, hole_card: ['HT', 'HA']
name: baseline7, hole_card: ['HQ', 'C9']
community cards of this round: ['HK', 'D2', 'D7', 'H4', 'S9']
name: b10202024, hole_card: ['D8', 'H6']
name: baseline7, hole_card: ['D5', 'SJ']
name: b10202024, hole_card: ['D8', 'H6']
name: baseline7, hole_card: ['D5', 'SJ']
name: b10202024, hole_card: ['D8', 'H6']
name: baseline7, hole_card: ['D5', 'SJ']
name: b10202024, hole_card: ['D8', 'H6']
name: baseline7, hole_card: ['D5', 'SJ']
community cards of this round: ['H2', 'S5', 'DJ', 'S9', 'C8']
name: b10202024, hole_card: ['CJ', 'H8']
name: baseline7, hole_card: ['H4', 'DT']
name: b10202024, hole_card: ['CJ', 'H8']
name: baseline7, hole_card: ['H4', 'DT']
community cards of this round: ['D5', 'CA', 'H6', 'DQ', 'S3']
name: b10202024, hole_card: ['HQ', 'HJ']
name: baseline7, hole_card: ['C7', 'S2']
name: b10202024, hole_card: ['HQ', 'HJ']
name: baseline7, hole_card: ['C7', 'S2']
name: b10202024, hole_card: ['HQ', 'HJ']
name: baseline7, hole_card: ['C7', 'S2']
community cards of this round: ['D3', 'S4', 'S2', 'H9', 'C2']
name: b10202024, hole_card: ['CJ', 'H4']
name: baseline7, hole_card: ['SA', 'D5']
name: b10202024, hole_card: ['CJ', 'H4']
name: baseline7, hole_card: ['SA', 'D5']
community cards of this round: ['HA', 'ST', 'H4', 'SQ', 'C7']
name: b10202024, hole_card: ['D8', 'HT']
name: baseline7, hole_card: ['SA', 'D9']
name: b10202024, hole_card: ['D8', 'HT']
name: baseline7, hole_card: ['SA', 'D9']
name: b10202024, hole_card: ['D8', 'HT']
name: baseline7, hole_card: ['SA', 'D9']
community cards of this round: ['H2', 'DA', 'S4', 'S8', 'S2']
name: b10202024, hole_card: ['D7', 'C4']
name: baseline7, hole_card: ['H4', 'C6']
name: b10202024, hole_card: ['D7', 'C4']
name: baseline7, hole_card: ['H4', 'C6']
community cards of this round: ['CT', 'C5', 'DT', 'S7', 'S4']
name: b10202024, hole_card: ['H8', 'C7']
name: baseline7, hole_card: ['H5', 'D9']
name: b10202024, hole_card: ['H8', 'C7']
name: baseline7, hole_card: ['H5', 'D9']
name: b10202024, hole_card: ['H8', 'C7']
name: baseline7, hole_card: ['H5', 'D9']
community cards of this round: ['C2', 'SQ', 'CA', 'SA', 'C7']
name: b10202024, hole_card: ['HA', 'D5']
name: baseline7, hole_card: ['D3', 'SK']
name: b10202024, hole_card: ['HA', 'D5']
name: baseline7, hole_card: ['D3', 'SK']
community cards of this round: ['ST', 'H5', 'D7', 'HJ', 'D9']
name: b10202024, hole_card: ['D8', 'S7']
name: baseline7, hole_card: ['DT', 'DJ']
name: b10202024, hole_card: ['D8', 'S7']
name: baseline7, hole_card: ['DT', 'DJ']
name: b10202024, hole_card: ['D8', 'S7']
name: baseline7, hole_card: ['DT', 'DJ']
community cards of this round: ['D4', 'D9', 'CK', 'HQ', 'D8']
name: b10202024, hole_card: ['S9', 'C5']
name: baseline7, hole_card: ['SQ', 'DK']
name: b10202024, hole_card: ['S9', 'C5']
name: baseline7, hole_card: ['SQ', 'DK']
community cards of this round: ['HQ', 'HK', 'SJ', 'CJ', 'DK']
name: b10202024, hole_card: ['C7', 'H8']
name: baseline7, hole_card: ['D6', 'H5']
name: b10202024, hole_card: ['C7', 'H8']
name: baseline7, hole_card: ['D6', 'H5']
name: b10202024, hole_card: ['C7', 'H8']
name: baseline7, hole_card: ['D6', 'H5']
community cards of this round: ['HT', 'S4', 'CA', 'C7', 'CJ']
name: b10202024, hole_card: ['C9', 'ST']
name: baseline7, hole_card: ['D2', 'H7']
name: b10202024, hole_card: ['C9', 'ST']
name: baseline7, hole_card: ['D2', 'H7']
community cards of this round: ['C9', 'DA', 'S3', 'H5', 'D3']
name: b10202024, hole_card: ['H8', 'C3']
name: baseline7, hole_card: ['SQ', 'HK']
name: b10202024, hole_card: ['H8', 'C3']
name: baseline7, hole_card: ['SQ', 'HK']
name: b10202024, hole_card: ['H8', 'C3']
name: baseline7, hole_card: ['SQ', 'HK']
b10202024 vs baseline7 - Game 2: {'rule': {'initial_stack': 1000, 'max_round': 20, 'small_blind_amount': 5, 'ante': 0, 'blind_structure': {}}, 'players': [{'name': 'b10202024', 'uuid': 'gcdtlwfscquphakrcwjypx', 'stack': 260.0, 'state': 'participating'}, {'name': 'baseline7', 'uuid': 'ckltsnlmexkopgzvpzblic', 'stack': 1740, 'state': 'participating'}]}
community cards of this round: ['C9', 'HJ', 'HA', 'C6', 'S3']
name: baseline7, hole_card: ['C5', 'CK']
name: b10202024, hole_card: ['DA', 'D6']
name: baseline7, hole_card: ['C5', 'CK']
name: b10202024, hole_card: ['DA', 'D6']
name: baseline7, hole_card: ['C5', 'CK']
