community cards of this round: ['S7', 'C4', 'C7', 'H6', 'HA']
name: baseline1, hole_card: ['H8', 'D6']
name: b10505044, hole_card: ['CA', 'C6']
name: baseline5, hole_card: ['CT', 'C8']
name: b10505044, hole_card: ['CA', 'C6']
name: baseline5, hole_card: ['CT', 'C8']
name: b10505044, hole_card: ['CA', 'C6']
name: baseline5, hole_card: ['CT', 'C8']
name: b10505044, hole_card: ['CA', 'C6']
name: baseline5, hole_card: ['CT', 'C8']
name: b10505044, hole_card: ['CA', 'C6']
name: baseline5, hole_card: ['CT', 'C8']
name: b10505044, hole_card: ['CA', 'C6']
name: baseline5, hole_card: ['CT', 'C8']
name: b10505044, hole_card: ['CA', 'C6']
name: baseline5, hole_card: ['CT', 'C8']
name: b10505044, hole_card: ['CA', 'C6']
name: baseline5, hole_card: ['CT', 'C8']
community cards of this round: ['HK', 'C6', 'HQ', 'CA', 'DA']
name: b10505044, hole_card: ['D5', 'CT']
name: baseline5, hole_card: ['SK', 'S2']
name: b10505044, hole_card: ['D5', 'CT']
name: baseline5, hole_card: ['SK', 'S2']
name: b10505044, hole_card: ['D5', 'CT']
name: baseline5, hole_card: ['SK', 'S2']
name: b10505044, hole_card: ['D5', 'CT']
name: baseline5, hole_card: ['SK', 'S2']
community cards of this round: ['H6', 'S2', 'HJ', 'DA', 'H9']
name: b10505044, hole_card: ['C4', 'S9']
name: baseline5, hole_card: ['HA', 'S4']
name: b10505044, hole_card: ['C4', 'S9']
name: baseline5, hole_card: ['HA', 'S4']
name: b10505044, hole_card: ['C4', 'S9']
name: baseline5, hole_card: ['HA', 'S4']
name: b10505044, hole_card: ['C4', 'S9']
name: baseline5, hole_card: ['HA', 'S4']
name: b10505044, hole_card: ['C4', 'S9']
name: baseline5, hole_card: ['HA', 'S4']
community cards of this round: ['C3', 'S9', 'C2', 'S5', 'D6']
name: b10505044, hole_card: ['HT', 'C8']
name: baseline5, hole_card: ['SA', 'CQ']
name: b10505044, hole_card: ['HT', 'C8']
name: baseline5, hole_card: ['SA', 'CQ']
name: b10505044, hole_card: ['HT', 'C8']
name: baseline5, hole_card: ['SA', 'CQ']
community cards of this round: ['H5', 'D9', 'S4', 'S3', 'CA']
name: b10505044, hole_card: ['H8', 'D3']
name: baseline5, hole_card: ['C6', 'HK']
name: b10505044, hole_card: ['H8', 'D3']
name: baseline5, hole_card: ['C6', 'HK']
community cards of this round: ['CK', 'SQ', 'S2', 'DT', 'HJ']
name: b10505044, hole_card: ['HA', 'D6']
name: baseline5, hole_card: ['H6', 'D9']
name: b10505044, hole_card: ['HA', 'D6']
name: baseline5, hole_card: ['H6', 'D9']
name: b10505044, hole_card: ['HA', 'D6']
name: baseline5, hole_card: ['H6', 'D9']
community cards of this round: ['S8', 'C6', 'DT', 'HQ', 'ST']
name: b10505044, hole_card: ['HA', 'D8']
name: baseline5, hole_card: ['SK', 'H6']
name: b10505044, hole_card: ['HA', 'D8']
name: baseline5, hole_card: ['SK', 'H6']
community cards of this round: ['S6', 'S3', 'HQ', 'S4', 'D5']
name: b10505044, hole_card: ['D6', 'ST']
name: baseline5, hole_card: ['HT', 'CA']
name: b10505044, hole_card: ['D6', 'ST']
name: baseline5, hole_card: ['HT', 'CA']
name: b10505044, hole_card: ['D6', 'ST']
name: baseline5, hole_card: ['HT', 'CA']
community cards of this round: ['DQ', 'D8', 'S9', 'H5', 'CK']
name: b10505044, hole_card: ['D5', 'S2']
name: baseline5, hole_card: ['H6', 'SJ']
name: b10505044, hole_card: ['D5', 'S2']
name: baseline5, hole_card: ['H6', 'SJ']
community cards of this round: ['SJ', 'S2', 'D9', 'H2', 'D6']
name: b10505044, hole_card: ['C2', 'HK']
name: baseline5, hole_card: ['C7', 'C3']
name: b10505044, hole_card: ['C2', 'HK']
name: baseline5, hole_card: ['C7', 'C3']
name: b10505044, hole_card: ['C2', 'HK']
name: baseline5, hole_card: ['C7', 'C3']
community cards of this round: ['DT', 'HA', 'S8', 'D6', 'CA']
name: b10505044, hole_card: ['H2', 'HT']
name: baseline5, hole_card: ['SK', 'ST']
name: b10505044, hole_card: ['H2', 'HT']
name: baseline5, hole_card: ['SK', 'ST']
community cards of this round: ['HJ', 'DT', 'D7', 'D6', 'S4']
name: b10505044, hole_card: ['S7', 'H7']
name: baseline5, hole_card: ['DJ', 'D8']
name: b10505044, hole_card: ['S7', 'H7']
name: baseline5, hole_card: ['DJ', 'D8']
name: b10505044, hole_card: ['S7', 'H7']
name: baseline5, hole_card: ['DJ', 'D8']
community cards of this round: ['H4', 'H7', 'D5', 'C9', 'SA']
name: b10505044, hole_card: ['C4', 'C8']
name: baseline5, hole_card: ['C7', 'S3']
name: b10505044, hole_card: ['C4', 'C8']
name: baseline5, hole_card: ['C7', 'S3']
community cards of this round: ['C9', 'C7', 'C3', 'D4', 'SQ']
name: b10505044, hole_card: ['SJ', 'D6']
name: baseline5, hole_card: ['D5', 'S9']
name: b10505044, hole_card: ['SJ', 'D6']
name: baseline5, hole_card: ['D5', 'S9']
name: b10505044, hole_card: ['SJ', 'D6']
name: baseline5, hole_card: ['D5', 'S9']
community cards of this round: ['D6', 'D3', 'DT', 'H3', 'S9']
name: b10505044, hole_card: ['DA', 'S8']
name: baseline5, hole_card: ['S4', 'SJ']
name: b10505044, hole_card: ['DA', 'S8']
name: baseline5, hole_card: ['S4', 'SJ']
community cards of this round: ['D5', 'CA', 'H8', 'C3', 'CQ']
name: b10505044, hole_card: ['H3', 'D2']
name: baseline5, hole_card: ['H2', 'C7']
name: b10505044, hole_card: ['H3', 'D2']
name: baseline5, hole_card: ['H2', 'C7']
community cards of this round: ['SA', 'SQ', 'D3', 'D7', 'CT']
name: b10505044, hole_card: ['H3', 'SK']
name: baseline5, hole_card: ['CK', 'C4']
name: b10505044, hole_card: ['H3', 'SK']
name: baseline5, hole_card: ['CK', 'C4']
community cards of this round: ['CK', 'C6', 'S6', 'D5', 'CA']
name: b10505044, hole_card: ['SK', 'C3']
name: baseline5, hole_card: ['D3', 'H3']
name: b10505044, hole_card: ['SK', 'C3']
name: baseline5, hole_card: ['D3', 'H3']
name: b10505044, hole_card: ['SK', 'C3']
name: baseline5, hole_card: ['D3', 'H3']
b10505044 vs baseline5 - Game 4: {'rule': {'initial_stack': 1000, 'max_round': 20, 'small_blind_amount': 5, 'ante': 0, 'blind_structure': {}}, 'players': [{'name': 'b10505044', 'uuid': 'uaqllqyyuyjghnoptquwgp', 'stack': 967.7976824854695, 'state': 'participating'}, {'name': 'baseline5', 'uuid': 'edmuyiyonrqojqijzmhngr', 'stack': 1030.7976824854697, 'state': 'participating'}]}
b10505044 vs baseline5 - Match Result: 1 games won, 1.5 points earned
community cards of this round: ['S3', 'C5', 'S8', 'H4', 'H8']
name: baseline6, hole_card: ['HT', 'S9']
name: b10505044, hole_card: ['DA', 'H6']
name: baseline6, hole_card: ['HT', 'S9']
name: b10505044, hole_card: ['DA', 'H6']
name: baseline6, hole_card: ['HT', 'S9']
name: b10505044, hole_card: ['DA', 'H6']
name: baseline6, hole_card: ['HT', 'S9']
name: b10505044, hole_card: ['DA', 'H6']
name: baseline6, hole_card: ['HT', 'S9']
name: b10505044, hole_card: ['DA', 'H6']
name: baseline6, hole_card: ['HT', 'S9']
name: b10505044, hole_card: ['DA', 'H6']
name: baseline6, hole_card: ['HT', 'S9']
name: b10505044, hole_card: ['DA', 'H6']
name: baseline6, hole_card: ['HT', 'S9']
name: b10505044, hole_card: ['DA', 'H6']
name: baseline6, hole_card: ['HT', 'S9']
name: b10505044, hole_card: ['DA', 'H6']
community cards of this round: ['CK', 'DJ', 'H9', 'CQ', 'H6']
name: baseline6, hole_card: ['S5', 'S7']
name: b10505044, hole_card: ['SQ', 'D6']
name: baseline6, hole_card: ['S5', 'S7']
name: b10505044, hole_card: ['SQ', 'D6']
name: baseline6, hole_card: ['S5', 'S7']
name: b10505044, hole_card: ['SQ', 'D6']
name: baseline6, hole_card: ['S5', 'S7']
name: b10505044, hole_card: ['SQ', 'D6']
name: baseline6, hole_card: ['S5', 'S7']
name: b10505044, hole_card: ['SQ', 'D6']
name: baseline6, hole_card: ['S5', 'S7']
name: b10505044, hole_card: ['SQ', 'D6']
name: baseline6, hole_card: ['S5', 'S7']
name: b10505044, hole_card: ['SQ', 'D6']
name: baseline6, hole_card: ['S5', 'S7']
name: b10505044, hole_card: ['SQ', 'D6']
name: baseline6, hole_card: ['S5', 'S7']
name: b10505044, hole_card: ['SQ', 'D6']
name: baseline6, hole_card: ['S5', 'S7']
name: b10505044, hole_card: ['SQ', 'D6']
community cards of this round: ['D4', 'D3', 'HJ', 'DT', 'H9']
name: baseline6, hole_card: ['D9', 'ST']
name: b10505044, hole_card: ['C2', 'D2']
name: baseline6, hole_card: ['D9', 'ST']
name: b10505044, hole_card: ['C2', 'D2']
name: baseline6, hole_card: ['D9', 'ST']
name: b10505044, hole_card: ['C2', 'D2']
name: baseline6, hole_card: ['D9', 'ST']
name: b10505044, hole_card: ['C2', 'D2']
name: baseline6, hole_card: ['D9', 'ST']
name: b10505044, hole_card: ['C2', 'D2']
name: baseline6, hole_card: ['D9', 'ST']
name: b10505044, hole_card: ['C2', 'D2']
name: baseline6, hole_card: ['D9', 'ST']
name: b10505044, hole_card: ['C2', 'D2']
name: baseline6, hole_card: ['D9', 'ST']
name: b10505044, hole_card: ['C2', 'D2']
name: baseline6, hole_card: ['D9', 'ST']
name: b10505044, hole_card: ['C2', 'D2']
community cards of this round: ['H5', 'C7', 'H8', 'S6', 'D6']
name: baseline6, hole_card: ['CA', 'S5']
name: b10505044, hole_card: ['ST', 'D4']
name: baseline6, hole_card: ['CA', 'S5']
name: b10505044, hole_card: ['ST', 'D4']
name: baseline6, hole_card: ['CA', 'S5']
name: b10505044, hole_card: ['ST', 'D4']
name: baseline6, hole_card: ['CA', 'S5']
name: b10505044, hole_card: ['ST', 'D4']
name: baseline6, hole_card: ['CA', 'S5']
name: b10505044, hole_card: ['ST', 'D4']
community cards of this round: ['SA', 'S8', 'DT', 'DQ', 'C9']
name: baseline6, hole_card: ['C7', 'S6']
name: b10505044, hole_card: ['D2', 'C4']
name: baseline6, hole_card: ['C7', 'S6']
name: b10505044, hole_card: ['D2', 'C4']
name: baseline6, hole_card: ['C7', 'S6']
name: b10505044, hole_card: ['D2', 'C4']
name: baseline6, hole_card: ['C7', 'S6']
name: b10505044, hole_card: ['D2', 'C4']
community cards of this round: ['S4', 'S5', 'D3', 'H8', 'HQ']
name: baseline6, hole_card: ['S7', 'CT']
name: b10505044, hole_card: ['C3', 'CJ']
name: baseline6, hole_card: ['S7', 'CT']
name: b10505044, hole_card: ['C3', 'CJ']
name: baseline6, hole_card: ['S7', 'CT']
name: b10505044, hole_card: ['C3', 'CJ']
name: baseline6, hole_card: ['S7', 'CT']
name: b10505044, hole_card: ['C3', 'CJ']
name: baseline6, hole_card: ['S7', 'CT']
name: b10505044, hole_card: ['C3', 'CJ']
name: baseline6, hole_card: ['S7', 'CT']
name: b10505044, hole_card: ['C3', 'CJ']
name: baseline6, hole_card: ['S7', 'CT']
name: b10505044, hole_card: ['C3', 'CJ']
name: baseline6, hole_card: ['S7', 'CT']
name: b10505044, hole_card: ['C3', 'CJ']
name: baseline6, hole_card: ['S7', 'CT']
name: b10505044, hole_card: ['C3', 'CJ']
community cards of this round: ['CQ', 'CA', 'C2', 'H4', 'H7']
name: baseline6, hole_card: ['HK', 'DT']
name: b10505044, hole_card: ['C8', 'S8']
name: baseline6, hole_card: ['HK', 'DT']
name: b10505044, hole_card: ['C8', 'S8']
name: baseline6, hole_card: ['HK', 'DT']
name: b10505044, hole_card: ['C8', 'S8']
name: baseline6, hole_card: ['HK', 'DT']
name: b10505044, hole_card: ['C8', 'S8']
name: baseline6, hole_card: ['HK', 'DT']
name: b10505044, hole_card: ['C8', 'S8']
name: baseline6, hole_card: ['HK', 'DT']
name: b10505044, hole_card: ['C8', 'S8']
name: baseline6, hole_card: ['HK', 'DT']
name: b10505044, hole_card: ['C8', 'S8']
name: baseline6, hole_card: ['HK', 'DT']
name: b10505044, hole_card: ['C8', 'S8']
name: baseline6, hole_card: ['HK', 'DT']
name: b10505044, hole_card: ['C8', 'S8']
community cards of this round: ['SA', 'SQ', 'C3', 'C9', 'DK']
name: baseline6, hole_card: ['HQ', 'H7']
name: b10505044, hole_card: ['DQ', 'CT']
name: baseline6, hole_card: ['HQ', 'H7']
name: b10505044, hole_card: ['DQ', 'CT']
name: baseline6, hole_card: ['HQ', 'H7']
name: b10505044, hole_card: ['DQ', 'CT']
name: baseline6, hole_card: ['HQ', 'H7']
name: b10505044, hole_card: ['DQ', 'CT']
name: baseline6, hole_card: ['HQ', 'H7']
name: b10505044, hole_card: ['DQ', 'CT']
name: baseline6, hole_card: ['HQ', 'H7']
name: b10505044, hole_card: ['DQ', 'CT']
name: baseline6, hole_card: ['HQ', 'H7']
name: b10505044, hole_card: ['DQ', 'CT']
name: baseline6, hole_card: ['HQ', 'H7']
name: b10505044, hole_card: ['DQ', 'CT']
name: baseline6, hole_card: ['HQ', 'H7']
name: b10505044, hole_card: ['DQ', 'CT']
name: baseline6, hole_card: ['HQ', 'H7']
name: b10505044, hole_card: ['DQ', 'CT']
name: baseline6, hole_card: ['HQ', 'H7']
name: b10505044, hole_card: ['DQ', 'CT']
name: baseline6, hole_card: ['HQ', 'H7']
name: b10505044, hole_card: ['DQ', 'CT']
community cards of this round: ['H6', 'C3', 'D5', 'D3', 'DT']
name: baseline6, hole_card: ['D8', 'S7']
name: b10505044, hole_card: ['C6', 'S5']
name: baseline6, hole_card: ['D8', 'S7']
name: b10505044, hole_card: ['C6', 'S5']
name: baseline6, hole_card: ['D8', 'S7']
name: b10505044, hole_card: ['C6', 'S5']
name: baseline6, hole_card: ['D8', 'S7']
name: b10505044, hole_card: ['C6', 'S5']
name: baseline6, hole_card: ['D8', 'S7']
name: b10505044, hole_card: ['C6', 'S5']
name: baseline6, hole_card: ['D8', 'S7']
name: b10505044, hole_card: ['C6', 'S5']
name: baseline6, hole_card: ['D8', 'S7']
name: b10505044, hole_card: ['C6', 'S5']
name: baseline6, hole_card: ['D8', 'S7']
name: b10505044, hole_card: ['C6', 'S5']
name: baseline6, hole_card: ['D8', 'S7']
name: b10505044, hole_card: ['C6', 'S5']
community cards of this round: ['H4', 'H2', 'S3', 'S8', 'SQ']
name: baseline6, hole_card: ['CK', 'CT']
name: b10505044, hole_card: ['HJ', 'CA']
name: baseline6, hole_card: ['CK', 'CT']
name: b10505044, hole_card: ['HJ', 'CA']
name: baseline6, hole_card: ['CK', 'CT']
name: b10505044, hole_card: ['HJ', 'CA']
name: baseline6, hole_card: ['CK', 'CT']
name: b10505044, hole_card: ['HJ', 'CA']
name: baseline6, hole_card: ['CK', 'CT']
name: b10505044, hole_card: ['HJ', 'CA']
name: baseline6, hole_card: ['CK', 'CT']
name: b10505044, hole_card: ['HJ', 'CA']
name: baseline6, hole_card: ['CK', 'CT']
name: b10505044, hole_card: ['HJ', 'CA']
name: baseline6, hole_card: ['CK', 'CT']
name: b10505044, hole_card: ['HJ', 'CA']
name: baseline6, hole_card: ['CK', 'CT']
name: b10505044, hole_card: ['HJ', 'CA']
community cards of this round: ['HK', 'DJ', 'H2', 'H9', 'C9']
name: baseline6, hole_card: ['H3', 'C6']
name: b10505044, hole_card: ['HT', 'CA']
name: baseline6, hole_card: ['H3', 'C6']
name: b10505044, hole_card: ['HT', 'CA']
name: baseline6, hole_card: ['H3', 'C6']
name: b10505044, hole_card: ['HT', 'CA']
name: baseline6, hole_card: ['H3', 'C6']
name: b10505044, hole_card: ['HT', 'CA']
name: baseline6, hole_card: ['H3', 'C6']
name: b10505044, hole_card: ['HT', 'CA']
name: baseline6, hole_card: ['H3', 'C6']
name: b10505044, hole_card: ['HT', 'CA']
name: baseline6, hole_card: ['H3', 'C6']
name: b10505044, hole_card: ['HT', 'CA']
name: baseline6, hole_card: ['H3', 'C6']
name: b10505044, hole_card: ['HT', 'CA']
name: baseline6, hole_card: ['H3', 'C6']
name: b10505044, hole_card: ['HT', 'CA']
community cards of this round: ['DT', 'S8', 'D9', 'DQ', 'D3']
name: baseline6, hole_card: ['S4', 'DJ']
name: b10505044, hole_card: ['H9', 'D5']
name: baseline6, hole_card: ['S4', 'DJ']
name: b10505044, hole_card: ['H9', 'D5']
name: baseline6, hole_card: ['S4', 'DJ']
name: b10505044, hole_card: ['H9', 'D5']
name: baseline6, hole_card: ['S4', 'DJ']
name: b10505044, hole_card: ['H9', 'D5']
name: baseline6, hole_card: ['S4', 'DJ']
name: b10505044, hole_card: ['H9', 'D5']
name: baseline6, hole_card: ['S4', 'DJ']
name: b10505044, hole_card: ['H9', 'D5']
name: baseline6, hole_card: ['S4', 'DJ']
name: b10505044, hole_card: ['H9', 'D5']
name: baseline6, hole_card: ['S4', 'DJ']
name: b10505044, hole_card: ['H9', 'D5']
name: baseline6, hole_card: ['S4', 'DJ']
name: b10505044, hole_card: ['H9', 'D5']
name: baseline6, hole_card: ['S4', 'DJ']
name: b10505044, hole_card: ['H9', 'D5']
community cards of this round: ['SA', 'H2', 'D6', 'HJ', 'SQ']
name: baseline6, hole_card: ['H6', 'HA']
name: b10505044, hole_card: ['H5', 'S9']
name: baseline6, hole_card: ['H6', 'HA']
name: b10505044, hole_card: ['H5', 'S9']
name: baseline6, hole_card: ['H6', 'HA']
name: b10505044, hole_card: ['H5', 'S9']
name: baseline6, hole_card: ['H6', 'HA']
name: b10505044, hole_card: ['H5', 'S9']
community cards of this round: ['DA', 'S5', 'C3', 'D5', 'DJ']
name: baseline6, hole_card: ['D4', 'DK']
name: b10505044, hole_card: ['HA', 'H9']
name: baseline6, hole_card: ['D4', 'DK']
name: b10505044, hole_card: ['HA', 'H9']
name: baseline6, hole_card: ['D4', 'DK']
name: b10505044, hole_card: ['HA', 'H9']
name: baseline6, hole_card: ['D4', 'DK']
name: b10505044, hole_card: ['HA', 'H9']
name: baseline6, hole_card: ['D4', 'DK']
name: b10505044, hole_card: ['HA', 'H9']
name: baseline6, hole_card: ['D4', 'DK']
name: b10505044, hole_card: ['HA', 'H9']
name: baseline6, hole_card: ['D4', 'DK']
name: b10505044, hole_card: ['HA', 'H9']
name: baseline6, hole_card: ['D4', 'DK']
name: b10505044, hole_card: ['HA', 'H9']
name: baseline6, hole_card: ['D4', 'DK']
name: b10505044, hole_card: ['HA', 'H9']
name: baseline6, hole_card: ['D4', 'DK']
name: b10505044, hole_card: ['HA', 'H9']
name: baseline6, hole_card: ['D4', 'DK']
name: b10505044, hole_card: ['HA', 'H9']
name: baseline6, hole_card: ['D4', 'DK']
name: b10505044, hole_card: ['HA', 'H9']
community cards of this round: ['S4', 'C4', 'HQ', 'CK', 'CQ']
name: baseline6, hole_card: ['HT', 'S8']
name: b10505044, hole_card: ['D5', 'SK']
name: baseline6, hole_card: ['HT', 'S8']
name: b10505044, hole_card: ['D5', 'SK']
name: baseline6, hole_card: ['HT', 'S8']
name: b10505044, hole_card: ['D5', 'SK']
name: baseline6, hole_card: ['HT', 'S8']
name: b10505044, hole_card: ['D5', 'SK']
name: baseline6, hole_card: ['HT', 'S8']
name: b10505044, hole_card: ['D5', 'SK']
name: baseline6, hole_card: ['HT', 'S8']
name: b10505044, hole_card: ['D5', 'SK']
name: baseline6, hole_card: ['HT', 'S8']
name: b10505044, hole_card: ['D5', 'SK']
name: baseline6, hole_card: ['HT', 'S8']
name: b10505044, hole_card: ['D5', 'SK']
name: baseline6, hole_card: ['HT', 'S8']
name: b10505044, hole_card: ['D5', 'SK']
community cards of this round: ['DA', 'H6', 'HT', 'DT', 'H5']
name: baseline6, hole_card: ['DQ', 'SQ']
name: b10505044, hole_card: ['D3', 'SA']
name: baseline6, hole_card: ['DQ', 'SQ']
name: b10505044, hole_card: ['D3', 'SA']
name: baseline6, hole_card: ['DQ', 'SQ']
name: b10505044, hole_card: ['D3', 'SA']
name: baseline6, hole_card: ['DQ', 'SQ']
name: b10505044, hole_card: ['D3', 'SA']
name: baseline6, hole_card: ['DQ', 'SQ']
name: b10505044, hole_card: ['D3', 'SA']
name: baseline6, hole_card: ['DQ', 'SQ']
name: b10505044, hole_card: ['D3', 'SA']
name: baseline6, hole_card: ['DQ', 'SQ']
name: b10505044, hole_card: ['D3', 'SA']
name: baseline6, hole_card: ['DQ', 'SQ']
name: b10505044, hole_card: ['D3', 'SA']
name: baseline6, hole_card: ['DQ', 'SQ']
name: b10505044, hole_card: ['D3', 'SA']
name: baseline6, hole_card: ['DQ', 'SQ']
name: b10505044, hole_card: ['D3', 'SA']
name: baseline6, hole_card: ['DQ', 'SQ']
name: b10505044, hole_card: ['D3', 'SA']
name: baseline6, hole_card: ['DQ', 'SQ']
name: b10505044, hole_card: ['D3', 'SA']
community cards of this round: ['S6', 'SK', 'S4', 'CQ', 'DQ']
name: baseline6, hole_card: ['H7', 'C9']
name: b10505044, hole_card: ['C7', 'H2']
name: baseline6, hole_card: ['H7', 'C9']
name: b10505044, hole_card: ['C7', 'H2']
name: baseline6, hole_card: ['H7', 'C9']
name: b10505044, hole_card: ['C7', 'H2']
name: baseline6, hole_card: ['H7', 'C9']
name: b10505044, hole_card: ['C7', 'H2']
community cards of this round: ['D7', 'S4', 'C6', 'CT', 'H2']
name: baseline6, hole_card: ['ST', 'S7']
name: b10505044, hole_card: ['S9', 'H6']
name: baseline6, hole_card: ['ST', 'S7']
name: b10505044, hole_card: ['S9', 'H6']
name: baseline6, hole_card: ['ST', 'S7']
name: b10505044, hole_card: ['S9', 'H6']
name: baseline6, hole_card: ['ST', 'S7']
name: b10505044, hole_card: ['S9', 'H6']
name: baseline6, hole_card: ['ST', 'S7']
name: b10505044, hole_card: ['S9', 'H6']
name: baseline6, hole_card: ['ST', 'S7']
name: b10505044, hole_card: ['S9', 'H6']
name: baseline6, hole_card: ['ST', 'S7']
name: b10505044, hole_card: ['S9', 'H6']
name: baseline6, hole_card: ['ST', 'S7']
name: b10505044, hole_card: ['S9', 'H6']
name: baseline6, hole_card: ['ST', 'S7']
name: b10505044, hole_card: ['S9', 'H6']
community cards of this round: ['S3', 'C7', 'C4', 'C5', 'H7']
name: baseline6, hole_card: ['HQ', 'H5']
name: b10505044, hole_card: ['HJ', 'S4']
name: baseline6, hole_card: ['HQ', 'H5']
name: b10505044, hole_card: ['HJ', 'S4']
name: baseline6, hole_card: ['HQ', 'H5']
name: b10505044, hole_card: ['HJ', 'S4']
name: baseline6, hole_card: ['HQ', 'H5']
name: b10505044, hole_card: ['HJ', 'S4']
name: baseline6, hole_card: ['HQ', 'H5']
name: b10505044, hole_card: ['HJ', 'S4']
name: baseline6, hole_card: ['HQ', 'H5']
name: b10505044, hole_card: ['HJ', 'S4']
name: baseline6, hole_card: ['HQ', 'H5']
name: b10505044, hole_card: ['HJ', 'S4']
name: baseline6, hole_card: ['HQ', 'H5']
name: b10505044, hole_card: ['HJ', 'S4']
name: baseline6, hole_card: ['HQ', 'H5']
name: b10505044, hole_card: ['HJ', 'S4']
name: baseline6, hole_card: ['HQ', 'H5']
name: b10505044, hole_card: ['HJ', 'S4']
community cards of this round: ['S2', 'HK', 'H7', 'CQ', 'S3']
name: baseline6, hole_card: ['DK', 'SQ']
name: b10505044, hole_card: ['CT', 'D7']
name: baseline6, hole_card: ['DK', 'SQ']
name: b10505044, hole_card: ['CT', 'D7']
name: baseline6, hole_card: ['DK', 'SQ']
name: b10505044, hole_card: ['CT', 'D7']
name: baseline6, hole_card: ['DK', 'SQ']
name: b10505044, hole_card: ['CT', 'D7']
name: baseline6, hole_card: ['DK', 'SQ']
name: b10505044, hole_card: ['CT', 'D7']
name: baseline6, hole_card: ['DK', 'SQ']
name: b10505044, hole_card: ['CT', 'D7']
name: baseline6, hole_card: ['DK', 'SQ']
name: b10505044, hole_card: ['CT', 'D7']
name: baseline6, hole_card: ['DK', 'SQ']
name: b10505044, hole_card: ['CT', 'D7']
name: baseline6, hole_card: ['DK', 'SQ']
name: b10505044, hole_card: ['CT', 'D7']
name: baseline6, hole_card: ['DK', 'SQ']
name: b10505044, hole_card: ['CT', 'D7']
b10505044 vs baseline6 - Game 1: {'rule': {'initial_stack': 1000, 'max_round': 20, 'small_blind_amount': 5, 'ante': 0, 'blind_structure': {}}, 'players': [{'name': 'baseline6', 'uuid': 'moxxhscslqegxmldlshvdg', 'stack': 770.0, 'state': 'participating'}, {'name': 'b10505044', 'uuid': 'idkfkujthxsljuvuxpwdpt', 'stack': 1230.0, 'state': 'participating'}]}
community cards of this round: ['S3', 'C5', 'S8', 'H4', 'H8']
name: b10505044, hole_card: ['HT', 'S9']
name: baseline6, hole_card: ['DA', 'H6']
name: b10505044, hole_card: ['HT', 'S9']
name: baseline6, hole_card: ['DA', 'H6']
name: b10505044, hole_card: ['HT', 'S9']
name: baseline6, hole_card: ['DA', 'H6']
name: b10505044, hole_card: ['HT', 'S9']
name: baseline6, hole_card: ['DA', 'H6']
name: b10505044, hole_card: ['HT', 'S9']
name: baseline6, hole_card: ['DA', 'H6']
name: b10505044, hole_card: ['HT', 'S9']
name: baseline6, hole_card: ['DA', 'H6']
community cards of this round: ['CK', 'DJ', 'H9', 'CQ', 'H6']
name: b10505044, hole_card: ['S5', 'S7']
name: baseline6, hole_card: ['SQ', 'D6']
name: b10505044, hole_card: ['S5', 'S7']
name: baseline6, hole_card: ['SQ', 'D6']
name: b10505044, hole_card: ['S5', 'S7']
name: baseline6, hole_card: ['SQ', 'D6']
name: b10505044, hole_card: ['S5', 'S7']
name: baseline6, hole_card: ['SQ', 'D6']
community cards of this round: ['D4', 'D3', 'HJ', 'DT', 'H9']
name: b10505044, hole_card: ['D9', 'ST']
name: baseline6, hole_card: ['C2', 'D2']
name: b10505044, hole_card: ['D9', 'ST']
name: baseline6, hole_card: ['C2', 'D2']
name: b10505044, hole_card: ['D9', 'ST']
name: baseline6, hole_card: ['C2', 'D2']
name: b10505044, hole_card: ['D9', 'ST']
name: baseline6, hole_card: ['C2', 'D2']
name: b10505044, hole_card: ['D9', 'ST']
name: baseline6, hole_card: ['C2', 'D2']
name: b10505044, hole_card: ['D9', 'ST']
name: baseline6, hole_card: ['C2', 'D2']
community cards of this round: ['H5', 'C7', 'H8', 'S6', 'D6']
name: b10505044, hole_card: ['CA', 'S5']
name: baseline6, hole_card: ['ST', 'D4']
name: b10505044, hole_card: ['CA', 'S5']
name: baseline6, hole_card: ['ST', 'D4']
name: b10505044, hole_card: ['CA', 'S5']
name: baseline6, hole_card: ['ST', 'D4']
name: b10505044, hole_card: ['CA', 'S5']
name: baseline6, hole_card: ['ST', 'D4']
name: b10505044, hole_card: ['CA', 'S5']
name: baseline6, hole_card: ['ST', 'D4']
name: b10505044, hole_card: ['CA', 'S5']
name: baseline6, hole_card: ['ST', 'D4']
name: b10505044, hole_card: ['CA', 'S5']
name: baseline6, hole_card: ['ST', 'D4']
name: b10505044, hole_card: ['CA', 'S5']
name: baseline6, hole_card: ['ST', 'D4']
name: b10505044, hole_card: ['CA', 'S5']
name: baseline6, hole_card: ['ST', 'D4']
community cards of this round: ['SA', 'S8', 'DT', 'DQ', 'C9']
name: b10505044, hole_card: ['C7', 'S6']
name: baseline6, hole_card: ['D2', 'C4']
name: b10505044, hole_card: ['C7', 'S6']
name: baseline6, hole_card: ['D2', 'C4']
community cards of this round: ['S4', 'S5', 'D3', 'H8', 'HQ']
name: b10505044, hole_card: ['S7', 'CT']
name: baseline6, hole_card: ['C3', 'CJ']
name: b10505044, hole_card: ['S7', 'CT']
name: baseline6, hole_card: ['C3', 'CJ']
name: b10505044, hole_card: ['S7', 'CT']
name: baseline6, hole_card: ['C3', 'CJ']
community cards of this round: ['CQ', 'CA', 'C2', 'H4', 'H7']
