community cards of this round: ['HJ', 'DA', 'SQ', 'DJ', 'C7']
name: baseline1, hole_card: ['H5', 'C5']
name: b10505057, hole_card: ['H2', 'CJ']
name: baseline7, hole_card: ['H3', 'C5']
name: b10505057, hole_card: ['H2', 'CJ']
name: baseline7, hole_card: ['H3', 'C5']
name: b10505057, hole_card: ['H2', 'CJ']
name: baseline7, hole_card: ['H3', 'C5']
name: b10505057, hole_card: ['H2', 'CJ']
name: baseline7, hole_card: ['H3', 'C5']
name: b10505057, hole_card: ['H2', 'CJ']
name: baseline7, hole_card: ['H3', 'C5']
name: b10505057, hole_card: ['H2', 'CJ']
community cards of this round: ['S8', 'S4', 'S2', 'DQ', 'DJ']
name: baseline7, hole_card: ['H5', 'HK']
name: b10505057, hole_card: ['H6', 'HT']
name: baseline7, hole_card: ['H5', 'HK']
name: b10505057, hole_card: ['H6', 'HT']
name: baseline7, hole_card: ['H5', 'HK']
name: b10505057, hole_card: ['H6', 'HT']
name: baseline7, hole_card: ['H5', 'HK']
name: b10505057, hole_card: ['H6', 'HT']
name: baseline7, hole_card: ['H5', 'HK']
name: b10505057, hole_card: ['H6', 'HT']
name: baseline7, hole_card: ['H5', 'HK']
name: b10505057, hole_card: ['H6', 'HT']
name: baseline7, hole_card: ['H5', 'HK']
name: b10505057, hole_card: ['H6', 'HT']
name: baseline7, hole_card: ['H5', 'HK']
name: b10505057, hole_card: ['H6', 'HT']
name: baseline7, hole_card: ['H5', 'HK']
name: b10505057, hole_card: ['H6', 'HT']
community cards of this round: ['CQ', 'C7', 'S4', 'H3', 'DT']
name: baseline7, hole_card: ['CJ', 'CK']
name: b10505057, hole_card: ['SQ', 'C9']
name: baseline7, hole_card: ['CJ', 'CK']
name: b10505057, hole_card: ['SQ', 'C9']
name: baseline7, hole_card: ['CJ', 'CK']
name: b10505057, hole_card: ['SQ', 'C9']
name: baseline7, hole_card: ['CJ', 'CK']
name: b10505057, hole_card: ['SQ', 'C9']
name: baseline7, hole_card: ['CJ', 'CK']
name: b10505057, hole_card: ['SQ', 'C9']
name: baseline7, hole_card: ['CJ', 'CK']
name: b10505057, hole_card: ['SQ', 'C9']
name: baseline7, hole_card: ['CJ', 'CK']
name: b10505057, hole_card: ['SQ', 'C9']
name: baseline7, hole_card: ['CJ', 'CK']
name: b10505057, hole_card: ['SQ', 'C9']
community cards of this round: ['S4', 'CK', 'S5', 'DK', 'DJ']
name: baseline7, hole_card: ['C3', 'SJ']
name: b10505057, hole_card: ['SA', 'C8']
name: baseline7, hole_card: ['C3', 'SJ']
name: b10505057, hole_card: ['SA', 'C8']
name: baseline7, hole_card: ['C3', 'SJ']
name: b10505057, hole_card: ['SA', 'C8']
name: baseline7, hole_card: ['C3', 'SJ']
name: b10505057, hole_card: ['SA', 'C8']
community cards of this round: ['DQ', 'HK', 'D5', 'CJ', 'DK']
name: baseline7, hole_card: ['S4', 'H5']
name: b10505057, hole_card: ['DJ', 'SA']
name: baseline7, hole_card: ['S4', 'H5']
name: b10505057, hole_card: ['DJ', 'SA']
name: baseline7, hole_card: ['S4', 'H5']
name: b10505057, hole_card: ['DJ', 'SA']
community cards of this round: ['C6', 'H2', 'C8', 'C3', 'C9']
name: baseline7, hole_card: ['H8', 'HQ']
name: b10505057, hole_card: ['H6', 'CA']
name: baseline7, hole_card: ['H8', 'HQ']
name: b10505057, hole_card: ['H6', 'CA']
name: baseline7, hole_card: ['H8', 'HQ']
name: b10505057, hole_card: ['H6', 'CA']
name: baseline7, hole_card: ['H8', 'HQ']
name: b10505057, hole_card: ['H6', 'CA']
name: baseline7, hole_card: ['H8', 'HQ']
name: b10505057, hole_card: ['H6', 'CA']
name: baseline7, hole_card: ['H8', 'HQ']
name: b10505057, hole_card: ['H6', 'CA']
name: baseline7, hole_card: ['H8', 'HQ']
name: b10505057, hole_card: ['H6', 'CA']
community cards of this round: ['S9', 'H9', 'S7', 'DA', 'HK']
name: baseline7, hole_card: ['C2', 'C7']
name: b10505057, hole_card: ['S2', 'C5']
name: baseline7, hole_card: ['C2', 'C7']
name: b10505057, hole_card: ['S2', 'C5']
community cards of this round: ['C5', 'S8', 'C4', 'D5', 'D2']
name: baseline7, hole_card: ['C2', 'H6']
name: b10505057, hole_card: ['C8', 'DJ']
name: baseline7, hole_card: ['C2', 'H6']
name: b10505057, hole_card: ['C8', 'DJ']
community cards of this round: ['D9', 'SA', 'C3', 'S7', 'HK']
name: baseline7, hole_card: ['C6', 'S6']
name: b10505057, hole_card: ['D7', 'S5']
name: baseline7, hole_card: ['C6', 'S6']
name: b10505057, hole_card: ['D7', 'S5']
community cards of this round: ['C6', 'H3', 'C2', 'S4', 'C4']
name: baseline7, hole_card: ['HQ', 'CT']
name: b10505057, hole_card: ['S6', 'HJ']
name: baseline7, hole_card: ['HQ', 'CT']
name: b10505057, hole_card: ['S6', 'HJ']
community cards of this round: ['CA', 'D6', 'D7', 'C2', 'H9']
name: baseline7, hole_card: ['SJ', 'CJ']
name: b10505057, hole_card: ['C7', 'H8']
name: baseline7, hole_card: ['SJ', 'CJ']
name: b10505057, hole_card: ['C7', 'H8']
name: baseline7, hole_card: ['SJ', 'CJ']
name: b10505057, hole_card: ['C7', 'H8']
community cards of this round: ['DT', 'H2', 'H4', 'D4', 'HQ']
name: baseline7, hole_card: ['H6', 'C2']
name: b10505057, hole_card: ['C9', 'DJ']
name: baseline7, hole_card: ['H6', 'C2']
name: b10505057, hole_card: ['C9', 'DJ']
b10505057 vs baseline7 - Game 1: {'rule': {'initial_stack': 1000, 'max_round': 20, 'small_blind_amount': 5, 'ante': 0, 'blind_structure': {}}, 'players': [{'name': 'baseline7', 'uuid': 'gmcvhhpaiigaryqgzaexsb', 'stack': 1079, 'state': 'participating'}, {'name': 'b10505057', 'uuid': 'bajtmkgreqfrkutnevtnfq', 'stack': 918.7882358097943, 'state': 'participating'}]}
community cards of this round: ['D7', 'H8', 'S6', 'D9', 'C9']
name: b10505057, hole_card: ['S5', 'SK']
name: baseline7, hole_card: ['CA', 'C6']
name: b10505057, hole_card: ['S5', 'SK']
name: baseline7, hole_card: ['CA', 'C6']
name: b10505057, hole_card: ['S5', 'SK']
name: baseline7, hole_card: ['CA', 'C6']
name: b10505057, hole_card: ['S5', 'SK']
name: baseline7, hole_card: ['CA', 'C6']
name: b10505057, hole_card: ['S5', 'SK']
name: baseline7, hole_card: ['CA', 'C6']
name: b10505057, hole_card: ['S5', 'SK']
name: baseline7, hole_card: ['CA', 'C6']
name: b10505057, hole_card: ['S5', 'SK']
name: baseline7, hole_card: ['CA', 'C6']
name: b10505057, hole_card: ['S5', 'SK']
name: baseline7, hole_card: ['CA', 'C6']
name: b10505057, hole_card: ['S5', 'SK']
name: baseline7, hole_card: ['CA', 'C6']
name: b10505057, hole_card: ['S5', 'SK']
name: baseline7, hole_card: ['CA', 'C6']
community cards of this round: ['D6', 'D2', 'C7', 'C3', 'HQ']
name: b10505057, hole_card: ['CJ', 'H7']
name: baseline7, hole_card: ['D7', 'CA']
name: b10505057, hole_card: ['CJ', 'H7']
name: baseline7, hole_card: ['D7', 'CA']
name: b10505057, hole_card: ['CJ', 'H7']
name: baseline7, hole_card: ['D7', 'CA']
name: b10505057, hole_card: ['CJ', 'H7']
name: baseline7, hole_card: ['D7', 'CA']
name: b10505057, hole_card: ['CJ', 'H7']
name: baseline7, hole_card: ['D7', 'CA']
name: b10505057, hole_card: ['CJ', 'H7']
name: baseline7, hole_card: ['D7', 'CA']
community cards of this round: ['S3', 'C6', 'S2', 'DA', 'H6']
name: b10505057, hole_card: ['H5', 'H8']
name: baseline7, hole_card: ['SQ', 'H7']
name: b10505057, hole_card: ['H5', 'H8']
name: baseline7, hole_card: ['SQ', 'H7']
name: b10505057, hole_card: ['H5', 'H8']
name: baseline7, hole_card: ['SQ', 'H7']
name: b10505057, hole_card: ['H5', 'H8']
name: baseline7, hole_card: ['SQ', 'H7']
name: b10505057, hole_card: ['H5', 'H8']
name: baseline7, hole_card: ['SQ', 'H7']
community cards of this round: ['D8', 'ST', 'C2', 'S5', 'D4']
name: b10505057, hole_card: ['H6', 'S9']
name: baseline7, hole_card: ['C3', 'SQ']
name: b10505057, hole_card: ['H6', 'S9']
name: baseline7, hole_card: ['C3', 'SQ']
name: b10505057, hole_card: ['H6', 'S9']
name: baseline7, hole_card: ['C3', 'SQ']
name: b10505057, hole_card: ['H6', 'S9']
name: baseline7, hole_card: ['C3', 'SQ']
name: b10505057, hole_card: ['H6', 'S9']
name: baseline7, hole_card: ['C3', 'SQ']
name: b10505057, hole_card: ['H6', 'S9']
name: baseline7, hole_card: ['C3', 'SQ']
name: b10505057, hole_card: ['H6', 'S9']
name: baseline7, hole_card: ['C3', 'SQ']
name: b10505057, hole_card: ['H6', 'S9']
name: baseline7, hole_card: ['C3', 'SQ']
name: b10505057, hole_card: ['H6', 'S9']
name: baseline7, hole_card: ['C3', 'SQ']
name: b10505057, hole_card: ['H6', 'S9']
name: baseline7, hole_card: ['C3', 'SQ']
community cards of this round: ['SQ', 'S3', 'S4', 'D4', 'H4']
name: b10505057, hole_card: ['S7', 'C9']
name: baseline7, hole_card: ['S2', 'SJ']
name: b10505057, hole_card: ['S7', 'C9']
name: baseline7, hole_card: ['S2', 'SJ']
name: b10505057, hole_card: ['S7', 'C9']
name: baseline7, hole_card: ['S2', 'SJ']
name: b10505057, hole_card: ['S7', 'C9']
name: baseline7, hole_card: ['S2', 'SJ']
name: b10505057, hole_card: ['S7', 'C9']
name: baseline7, hole_card: ['S2', 'SJ']
name: b10505057, hole_card: ['S7', 'C9']
name: baseline7, hole_card: ['S2', 'SJ']
name: b10505057, hole_card: ['S7', 'C9']
name: baseline7, hole_card: ['S2', 'SJ']
community cards of this round: ['SJ', 'D8', 'CQ', 'S3', 'H7']
name: b10505057, hole_card: ['HA', 'D4']
name: baseline7, hole_card: ['C9', 'HK']
name: b10505057, hole_card: ['HA', 'D4']
name: baseline7, hole_card: ['C9', 'HK']
name: b10505057, hole_card: ['HA', 'D4']
name: baseline7, hole_card: ['C9', 'HK']
name: b10505057, hole_card: ['HA', 'D4']
name: baseline7, hole_card: ['C9', 'HK']
name: b10505057, hole_card: ['HA', 'D4']
name: baseline7, hole_card: ['C9', 'HK']
name: b10505057, hole_card: ['HA', 'D4']
name: baseline7, hole_card: ['C9', 'HK']
name: b10505057, hole_card: ['HA', 'D4']
name: baseline7, hole_card: ['C9', 'HK']
name: b10505057, hole_card: ['HA', 'D4']
name: baseline7, hole_card: ['C9', 'HK']
name: b10505057, hole_card: ['HA', 'D4']
name: baseline7, hole_card: ['C9', 'HK']
name: b10505057, hole_card: ['HA', 'D4']
name: baseline7, hole_card: ['C9', 'HK']
community cards of this round: ['DQ', 'D6', 'C7', 'C8', 'S3']
name: b10505057, hole_card: ['H3', 'HQ']
name: baseline7, hole_card: ['H9', 'CK']
name: b10505057, hole_card: ['H3', 'HQ']
name: baseline7, hole_card: ['H9', 'CK']
name: b10505057, hole_card: ['H3', 'HQ']
name: baseline7, hole_card: ['H9', 'CK']
name: b10505057, hole_card: ['H3', 'HQ']
name: baseline7, hole_card: ['H9', 'CK']
name: b10505057, hole_card: ['H3', 'HQ']
name: baseline7, hole_card: ['H9', 'CK']
name: b10505057, hole_card: ['H3', 'HQ']
name: baseline7, hole_card: ['H9', 'CK']
name: b10505057, hole_card: ['H3', 'HQ']
name: baseline7, hole_card: ['H9', 'CK']
community cards of this round: ['S3', 'DT', 'S6', 'S7', 'DQ']
name: b10505057, hole_card: ['C9', 'HJ']
name: baseline7, hole_card: ['S4', 'C3']
name: b10505057, hole_card: ['C9', 'HJ']
name: baseline7, hole_card: ['S4', 'C3']
name: b10505057, hole_card: ['C9', 'HJ']
name: baseline7, hole_card: ['S4', 'C3']
name: b10505057, hole_card: ['C9', 'HJ']
name: baseline7, hole_card: ['S4', 'C3']
name: b10505057, hole_card: ['C9', 'HJ']
name: baseline7, hole_card: ['S4', 'C3']
name: b10505057, hole_card: ['C9', 'HJ']
name: baseline7, hole_card: ['S4', 'C3']
name: b10505057, hole_card: ['C9', 'HJ']
name: baseline7, hole_card: ['S4', 'C3']
name: b10505057, hole_card: ['C9', 'HJ']
name: baseline7, hole_card: ['S4', 'C3']
name: b10505057, hole_card: ['C9', 'HJ']
name: baseline7, hole_card: ['S4', 'C3']
name: b10505057, hole_card: ['C9', 'HJ']
name: baseline7, hole_card: ['S4', 'C3']
community cards of this round: ['H4', 'SJ', 'H6', 'H7', 'D8']
name: b10505057, hole_card: ['H3', 'C5']
name: baseline7, hole_card: ['H2', 'CJ']
name: b10505057, hole_card: ['H3', 'C5']
name: baseline7, hole_card: ['H2', 'CJ']
name: b10505057, hole_card: ['H3', 'C5']
name: baseline7, hole_card: ['H2', 'CJ']
community cards of this round: ['S8', 'S4', 'S2', 'DQ', 'DJ']
name: b10505057, hole_card: ['H5', 'HK']
name: baseline7, hole_card: ['H6', 'HT']
name: b10505057, hole_card: ['H5', 'HK']
name: baseline7, hole_card: ['H6', 'HT']
name: b10505057, hole_card: ['H5', 'HK']
name: baseline7, hole_card: ['H6', 'HT']
name: b10505057, hole_card: ['H5', 'HK']
name: baseline7, hole_card: ['H6', 'HT']
name: b10505057, hole_card: ['H5', 'HK']
name: baseline7, hole_card: ['H6', 'HT']
name: b10505057, hole_card: ['H5', 'HK']
name: baseline7, hole_card: ['H6', 'HT']
name: b10505057, hole_card: ['H5', 'HK']
name: baseline7, hole_card: ['H6', 'HT']
name: b10505057, hole_card: ['H5', 'HK']
name: baseline7, hole_card: ['H6', 'HT']
name: b10505057, hole_card: ['H5', 'HK']
name: baseline7, hole_card: ['H6', 'HT']
name: b10505057, hole_card: ['H5', 'HK']
name: baseline7, hole_card: ['H6', 'HT']
community cards of this round: ['CQ', 'C7', 'S4', 'H3', 'DT']
name: b10505057, hole_card: ['CJ', 'CK']
name: baseline7, hole_card: ['SQ', 'C9']
name: b10505057, hole_card: ['CJ', 'CK']
name: baseline7, hole_card: ['SQ', 'C9']
name: b10505057, hole_card: ['CJ', 'CK']
name: baseline7, hole_card: ['SQ', 'C9']
name: b10505057, hole_card: ['CJ', 'CK']
name: baseline7, hole_card: ['SQ', 'C9']
community cards of this round: ['S4', 'CK', 'S5', 'DK', 'DJ']
name: b10505057, hole_card: ['C3', 'SJ']
name: baseline7, hole_card: ['SA', 'C8']
name: b10505057, hole_card: ['C3', 'SJ']
name: baseline7, hole_card: ['SA', 'C8']
name: b10505057, hole_card: ['C3', 'SJ']
name: baseline7, hole_card: ['SA', 'C8']
name: b10505057, hole_card: ['C3', 'SJ']
name: baseline7, hole_card: ['SA', 'C8']
name: b10505057, hole_card: ['C3', 'SJ']
name: baseline7, hole_card: ['SA', 'C8']
name: b10505057, hole_card: ['C3', 'SJ']
name: baseline7, hole_card: ['SA', 'C8']
name: b10505057, hole_card: ['C3', 'SJ']
name: baseline7, hole_card: ['SA', 'C8']
name: b10505057, hole_card: ['C3', 'SJ']
name: baseline7, hole_card: ['SA', 'C8']
name: b10505057, hole_card: ['C3', 'SJ']
name: baseline7, hole_card: ['SA', 'C8']
name: b10505057, hole_card: ['C3', 'SJ']
name: baseline7, hole_card: ['SA', 'C8']
community cards of this round: ['DQ', 'HK', 'D5', 'CJ', 'DK']
name: b10505057, hole_card: ['S4', 'H5']
name: baseline7, hole_card: ['DJ', 'SA']
name: b10505057, hole_card: ['S4', 'H5']
name: baseline7, hole_card: ['DJ', 'SA']
name: b10505057, hole_card: ['S4', 'H5']
name: baseline7, hole_card: ['DJ', 'SA']
community cards of this round: ['C6', 'H2', 'C8', 'C3', 'C9']
name: b10505057, hole_card: ['H8', 'HQ']
name: baseline7, hole_card: ['H6', 'CA']
name: b10505057, hole_card: ['H8', 'HQ']
name: baseline7, hole_card: ['H6', 'CA']
name: b10505057, hole_card: ['H8', 'HQ']
name: baseline7, hole_card: ['H6', 'CA']
name: b10505057, hole_card: ['H8', 'HQ']
name: baseline7, hole_card: ['H6', 'CA']
name: b10505057, hole_card: ['H8', 'HQ']
name: baseline7, hole_card: ['H6', 'CA']
name: b10505057, hole_card: ['H8', 'HQ']
name: baseline7, hole_card: ['H6', 'CA']
community cards of this round: ['S9', 'H9', 'S7', 'DA', 'HK']
name: b10505057, hole_card: ['C2', 'C7']
name: baseline7, hole_card: ['S2', 'C5']
name: b10505057, hole_card: ['C2', 'C7']
name: baseline7, hole_card: ['S2', 'C5']
community cards of this round: ['C5', 'S8', 'C4', 'D5', 'D2']
name: b10505057, hole_card: ['C2', 'H6']
name: baseline7, hole_card: ['C8', 'DJ']
name: b10505057, hole_card: ['C2', 'H6']
name: baseline7, hole_card: ['C8', 'DJ']
community cards of this round: ['D9', 'SA', 'C3', 'S7', 'HK']
name: b10505057, hole_card: ['C6', 'S6']
name: baseline7, hole_card: ['D7', 'S5']
name: b10505057, hole_card: ['C6', 'S6']
name: baseline7, hole_card: ['D7', 'S5']
name: b10505057, hole_card: ['C6', 'S6']
name: baseline7, hole_card: ['D7', 'S5']
community cards of this round: ['C6', 'H3', 'C2', 'S4', 'C4']
name: b10505057, hole_card: ['HQ', 'CT']
name: baseline7, hole_card: ['S6', 'HJ']
name: b10505057, hole_card: ['HQ', 'CT']
name: baseline7, hole_card: ['S6', 'HJ']
name: b10505057, hole_card: ['HQ', 'CT']
name: baseline7, hole_card: ['S6', 'HJ']
name: b10505057, hole_card: ['HQ', 'CT']
name: baseline7, hole_card: ['S6', 'HJ']
community cards of this round: ['CA', 'D6', 'D7', 'C2', 'H9']
name: b10505057, hole_card: ['SJ', 'CJ']
name: baseline7, hole_card: ['C7', 'H8']
name: b10505057, hole_card: ['SJ', 'CJ']
name: baseline7, hole_card: ['C7', 'H8']
community cards of this round: ['DT', 'H2', 'H4', 'D4', 'HQ']
name: b10505057, hole_card: ['H6', 'C2']
name: baseline7, hole_card: ['C9', 'DJ']
name: b10505057, hole_card: ['H6', 'C2']
name: baseline7, hole_card: ['C9', 'DJ']
b10505057 vs baseline7 - Game 2: {'rule': {'initial_stack': 1000, 'max_round': 20, 'small_blind_amount': 5, 'ante': 0, 'blind_structure': {}}, 'players': [{'name': 'b10505057', 'uuid': 'zlzqmpkpjtgsrkwvifnumd', 'stack': 25.154418823265132, 'state': 'participating'}, {'name': 'baseline7', 'uuid': 'yzlbxicaasmevilivsxcnk', 'stack': 1972, 'state': 'participating'}]}
community cards of this round: ['H9', 'DT', 'D5', 'CJ', 'D6']
name: baseline7, hole_card: ['DA', 'C9']
name: b10505057, hole_card: ['S8', 'SK']
name: baseline7, hole_card: ['DA', 'C9']
name: b10505057, hole_card: ['S8', 'SK']
name: baseline7, hole_card: ['DA', 'C9']
name: b10505057, hole_card: ['S8', 'SK']
name: baseline7, hole_card: ['DA', 'C9']
name: b10505057, hole_card: ['S8', 'SK']
name: baseline7, hole_card: ['DA', 'C9']
name: b10505057, hole_card: ['S8', 'SK']
name: baseline7, hole_card: ['DA', 'C9']
name: b10505057, hole_card: ['S8', 'SK']
community cards of this round: ['D4', 'H3', 'HQ', 'H7', 'C4']
name: baseline7, hole_card: ['HJ', 'DA']
name: b10505057, hole_card: ['H5', 'SJ']
name: baseline7, hole_card: ['HJ', 'DA']
name: b10505057, hole_card: ['H5', 'SJ']
community cards of this round: ['H3', 'S9', 'SQ', 'H4', 'D3']
name: baseline7, hole_card: ['C8', 'C9']
name: b10505057, hole_card: ['CJ', 'HJ']
name: baseline7, hole_card: ['C8', 'C9']
name: b10505057, hole_card: ['CJ', 'HJ']
name: baseline7, hole_card: ['C8', 'C9']
name: b10505057, hole_card: ['CJ', 'HJ']
community cards of this round: ['H3', 'D6', 'HJ', 'C5', 'SK']
name: baseline7, hole_card: ['HT', 'S4']
name: b10505057, hole_card: ['H2', 'H7']
name: baseline7, hole_card: ['HT', 'S4']
name: b10505057, hole_card: ['H2', 'H7']
community cards of this round: ['D4', 'HT', 'C6', 'DT', 'S9']
name: baseline7, hole_card: ['HK', 'H2']
name: b10505057, hole_card: ['C2', 'DQ']
name: baseline7, hole_card: ['HK', 'H2']
name: b10505057, hole_card: ['C2', 'DQ']
name: baseline7, hole_card: ['HK', 'H2']
name: b10505057, hole_card: ['C2', 'DQ']
community cards of this round: ['DQ', 'CQ', 'S8', 'HT', 'S3']
name: baseline7, hole_card: ['D4', 'C4']
name: b10505057, hole_card: ['H2', 'H6']
name: baseline7, hole_card: ['D4', 'C4']
name: b10505057, hole_card: ['H2', 'H6']
community cards of this round: ['S8', 'H5', 'C8', 'H4', 'D7']
name: baseline7, hole_card: ['D3', 'HT']
name: b10505057, hole_card: ['ST', 'SK']
name: baseline7, hole_card: ['D3', 'HT']
name: b10505057, hole_card: ['ST', 'SK']
name: baseline7, hole_card: ['D3', 'HT']
name: b10505057, hole_card: ['ST', 'SK']
community cards of this round: ['C9', 'H8', 'D6', 'HT', 'C3']
name: baseline7, hole_card: ['CJ', 'S4']
name: b10505057, hole_card: ['D4', 'CA']
name: baseline7, hole_card: ['CJ', 'S4']
name: b10505057, hole_card: ['D4', 'CA']
community cards of this round: ['H9', 'SA', 'S7', 'H4', 'SK']
name: baseline7, hole_card: ['HJ', 'D2']
name: b10505057, hole_card: ['H5', 'HT']
name: baseline7, hole_card: ['HJ', 'D2']
name: b10505057, hole_card: ['H5', 'HT']
name: baseline7, hole_card: ['HJ', 'D2']
name: b10505057, hole_card: ['H5', 'HT']
community cards of this round: ['S2', 'H8', 'CJ', 'S7', 'H7']
name: baseline7, hole_card: ['HQ', 'D4']
name: b10505057, hole_card: ['C9', 'DT']
name: baseline7, hole_card: ['HQ', 'D4']
name: b10505057, hole_card: ['C9', 'DT']
community cards of this round: ['C3', 'CJ', 'HT', 'HA', 'CK']
name: baseline7, hole_card: ['D7', 'S3']
name: b10505057, hole_card: ['S8', 'C2']
name: baseline7, hole_card: ['D7', 'S3']
name: b10505057, hole_card: ['S8', 'C2']
community cards of this round: ['H6', 'C8', 'S7', 'DQ', 'S4']
name: baseline7, hole_card: ['H3', 'C5']
name: b10505057, hole_card: ['CK', 'D9']
name: baseline7, hole_card: ['H3', 'C5']
name: b10505057, hole_card: ['CK', 'D9']
community cards of this round: ['D4', 'C5', 'DJ', 'C8', 'CK']
name: baseline7, hole_card: ['CQ', 'C7']
name: b10505057, hole_card: ['SK', 'S7']
name: baseline7, hole_card: ['CQ', 'C7']
name: b10505057, hole_card: ['SK', 'S7']
name: baseline7, hole_card: ['CQ', 'C7']
name: b10505057, hole_card: ['SK', 'S7']
community cards of this round: ['D2', 'CT', 'C5', 'C8', 'D3']
name: baseline7, hole_card: ['SA', 'S6']
name: b10505057, hole_card: ['H6', 'CQ']
name: baseline7, hole_card: ['SA', 'S6']
name: b10505057, hole_card: ['H6', 'CQ']
community cards of this round: ['DQ', 'S4', 'D4', 'H3', 'H4']
name: baseline7, hole_card: ['C8', 'CT']
name: b10505057, hole_card: ['HA', 'C5']
name: baseline7, hole_card: ['C8', 'CT']
name: b10505057, hole_card: ['HA', 'C5']
name: baseline7, hole_card: ['C8', 'CT']
name: b10505057, hole_card: ['HA', 'C5']
community cards of this round: ['D7', 'S8', 'CK', 'C6', 'DQ']
name: baseline7, hole_card: ['S5', 'DK']
name: b10505057, hole_card: ['S2', 'CT']
name: baseline7, hole_card: ['S5', 'DK']
name: b10505057, hole_card: ['S2', 'CT']
community cards of this round: ['H2', 'H4', 'H9', 'D3', 'S3']
name: baseline7, hole_card: ['C6', 'HQ']
name: b10505057, hole_card: ['SK', 'D9']
name: baseline7, hole_card: ['C6', 'HQ']
name: b10505057, hole_card: ['SK', 'D9']
name: baseline7, hole_card: ['C6', 'HQ']
name: b10505057, hole_card: ['SK', 'D9']
community cards of this round: ['S8', 'H3', 'DQ', 'C3', 'ST']
name: baseline7, hole_card: ['D2', 'D8']
name: b10505057, hole_card: ['DT', 'C6']
name: baseline7, hole_card: ['D2', 'D8']
name: b10505057, hole_card: ['DT', 'C6']
community cards of this round: ['DK', 'D2', 'S2', 'S6', 'DJ']
name: baseline7, hole_card: ['C4', 'H5']
name: b10505057, hole_card: ['HQ', 'C3']
name: baseline7, hole_card: ['C4', 'H5']
name: b10505057, hole_card: ['HQ', 'C3']
name: baseline7, hole_card: ['C4', 'H5']
name: b10505057, hole_card: ['HQ', 'C3']
community cards of this round: ['H6', 'SJ', 'HT', 'DQ', 'CT']
name: baseline7, hole_card: ['C9', 'DJ']
name: b10505057, hole_card: ['C6', 'H8']
name: baseline7, hole_card: ['C9', 'DJ']
name: b10505057, hole_card: ['C6', 'H8']
b10505057 vs baseline7 - Game 3: {'rule': {'initial_stack': 1000, 'max_round': 20, 'small_blind_amount': 5, 'ante': 0, 'blind_structure': {}}, 'players': [{'name': 'baseline7', 'uuid': 'tfhbzfnhcuzlleiahmimuk', 'stack': 1036.0, 'state': 'participating'}, {'name': 'b10505057', 'uuid': 'duyeimyrvwagpxkhmpqrpf', 'stack': 963.2725155658607, 'state': 'participating'}]}
community cards of this round: ['H9', 'DT', 'D5', 'CJ', 'D6']
name: b10505057, hole_card: ['DA', 'C9']
name: baseline7, hole_card: ['S8', 'SK']
name: b10505057, hole_card: ['DA', 'C9']
name: baseline7, hole_card: ['S8', 'SK']
name: b10505057, hole_card: ['DA', 'C9']
name: baseline7, hole_card: ['S8', 'SK']
name: b10505057, hole_card: ['DA', 'C9']
name: baseline7, hole_card: ['S8', 'SK']
community cards of this round: ['D4', 'H3', 'HQ', 'H7', 'C4']
name: b10505057, hole_card: ['HJ', 'DA']
name: baseline7, hole_card: ['H5', 'SJ']
name: b10505057, hole_card: ['HJ', 'DA']
name: baseline7, hole_card: ['H5', 'SJ']
name: b10505057, hole_card: ['HJ', 'DA']
name: baseline7, hole_card: ['H5', 'SJ']
community cards of this round: ['H3', 'S9', 'SQ', 'H4', 'D3']
name: b10505057, hole_card: ['C8', 'C9']
name: baseline7, hole_card: ['CJ', 'HJ']
name: b10505057, hole_card: ['C8', 'C9']
name: baseline7, hole_card: ['CJ', 'HJ']
name: b10505057, hole_card: ['C8', 'C9']
name: baseline7, hole_card: ['CJ', 'HJ']
name: b10505057, hole_card: ['C8', 'C9']
name: baseline7, hole_card: ['CJ', 'HJ']
name: b10505057, hole_card: ['C8', 'C9']
name: baseline7, hole_card: ['CJ', 'HJ']
name: b10505057, hole_card: ['C8', 'C9']
name: baseline7, hole_card: ['CJ', 'HJ']
community cards of this round: ['H3', 'D6', 'HJ', 'C5', 'SK']
name: b10505057, hole_card: ['HT', 'S4']
name: baseline7, hole_card: ['H2', 'H7']
name: b10505057, hole_card: ['HT', 'S4']
name: baseline7, hole_card: ['H2', 'H7']
name: b10505057, hole_card: ['HT', 'S4']
name: baseline7, hole_card: ['H2', 'H7']
name: b10505057, hole_card: ['HT', 'S4']
name: baseline7, hole_card: ['H2', 'H7']
name: b10505057, hole_card: ['HT', 'S4']
name: baseline7, hole_card: ['H2', 'H7']
name: b10505057, hole_card: ['HT', 'S4']
name: baseline7, hole_card: ['H2', 'H7']
name: b10505057, hole_card: ['HT', 'S4']
name: baseline7, hole_card: ['H2', 'H7']
community cards of this round: ['D4', 'HT', 'C6', 'DT', 'S9']
name: b10505057, hole_card: ['HK', 'H2']
name: baseline7, hole_card: ['C2', 'DQ']
name: b10505057, hole_card: ['HK', 'H2']
name: baseline7, hole_card: ['C2', 'DQ']
name: b10505057, hole_card: ['HK', 'H2']
name: baseline7, hole_card: ['C2', 'DQ']
name: b10505057, hole_card: ['HK', 'H2']
name: baseline7, hole_card: ['C2', 'DQ']
name: b10505057, hole_card: ['HK', 'H2']
name: baseline7, hole_card: ['C2', 'DQ']
name: b10505057, hole_card: ['HK', 'H2']
name: baseline7, hole_card: ['C2', 'DQ']
name: b10505057, hole_card: ['HK', 'H2']
